source;target;Dijkstra-time;Dijkstra-iteration;Bidirectional Dijkstra-time;Bidirectional Dijkstra-iteration;
2681;3180;30;4712;24;3502
5703;3430;35;4712;34;3502
1537;932;12;4712;20;3502
9801;2298;29;4712;29;3502
9028;9558;15;4712;8;3502
8156;5529;10;4712;10;3502
7639;8980;22;4712;26;3502
3199;1862;28;4712;30;3502
8624;3713;23;4712;18;3502
6345;7239;38;4712;26;3502
6998;8186;10;4712;9;3502
2422;6986;2;4712;2;3502
994;7407;27;4712;24;3502
441;2982;15;4712;10;3502
946;3906;12;4712;10;3502
3759;5551;27;4712;35;3502
1804;7387;4;4712;5;3502
9764;1413;9;4712;7;3502
8976;2517;25;4712;18;3502
1679;3994;17;4712;20;3502
6582;3017;42;4712;29;3502
5096;4926;12;4712;7;3502
5830;9365;17;4712;10;3502
2635;4729;9;4712;8;3502
3382;7192;30;4712;25;3502
6900;2660;28;4712;23;3502
9054;2380;31;4712;25;3502
8985;6580;24;4712;23;3502
935;5313;25;4712;14;3502
6215;5700;24;4712;22;3502
3458;3026;1;4712;1;3502
501;734;12;4712;11;3502
1174;1398;8;4712;3;3502
2933;4917;24;4712;23;3502
8033;3782;20;4712;21;3502
6537;7650;22;4712;25;3502
9599;4662;29;4712;24;3502
34;6474;14;4712;9;3502
6136;7393;19;4712;18;3502
8947;2232;23;4712;16;3502
7204;5829;21;4712;16;3502
7060;1868;3;4712;2;3502
1978;9736;0;4712;2;3502
4482;6671;20;4712;25;3502
4134;8326;2;4712;3;3502
1412;9538;2;4712;3;3502
4568;584;28;4712;22;3502
5481;8322;19;4712;19;3502
9881;2035;21;4712;19;3502
1357;106;13;4712;14;3502
4441;282;1;4712;2;3502
2363;2726;6;4712;6;3502
9940;1376;22;4712;16;3502
5355;8159;19;4712;22;3502
3219;6862;7;4712;8;3502
4828;6071;21;4712;22;3502
9982;9933;2;4712;3;3502
9565;5955;16;4712;16;3502
2719;8433;9;4712;4;3502
7270;2640;9;4712;6;3502
3634;4563;18;4712;23;3502
8100;9571;3;4712;2;3502
1416;9129;19;4712;13;3502
7505;1393;8;4712;5;3502
2299;3955;17;4712;16;3502
8097;3608;13;4712;7;3502
6652;629;22;4712;20;3502
2168;376;4;4712;1;3502
2568;7788;20;4712;20;3502
8234;8770;16;4712;11;3502
649;9407;20;4712;20;3502
4875;9707;15;4712;12;3502
57;5652;17;4712;8;3502
8148;1180;15;4712;13;3502
465;2267;17;4712;12;3502
4055;3978;15;4712;10;3502
5535;3451;8;4712;6;3502
5018;9661;20;4712;14;3502
9414;4183;23;4712;9;3502
239;3199;6;4712;4;3502
2255;6205;0;4712;0;3502
2356;7811;6;4712;6;3502
2574;1547;20;4712;26;3502
8038;6191;3;4712;2;3502
6623;7294;12;4712;13;3502
4433;359;5;4712;2;3502
5183;7048;3;4712;1;3502
8610;3895;4;4712;3;3502
6391;5645;9;4712;7;3502
221;4685;13;4712;11;3502
147;5915;9;4712;7;3502
2746;2417;2;4712;2;3502
6481;4867;20;4712;18;3502
6410;9250;19;4712;17;3502
6421;2744;9;4712;9;3502
2776;6863;2;4712;2;3502
5834;7683;3;4712;1;3502
1211;4142;19;4712;16;3502
7058;6848;11;4712;9;3502
4584;3820;14;4712;6;3502
318;7401;18;4712;16;3502
5732;306;10;4712;9;3502
889;8637;18;4712;9;3502
7686;4176;13;4712;13;3502
8142;5821;12;4712;11;3502
8763;8841;0;4712;1;3502
187;8547;0;4712;1;3502
1156;6586;15;4712;15;3502
8717;9855;4;4712;3;3502
9850;2568;2;4712;1;3502
4858;5903;2;4712;2;3502
4209;7941;18;4712;14;3502
5998;9850;21;4712;18;3502
9690;4959;10;4712;4;3502
7245;3097;16;4712;9;3502
2002;9701;16;4712;15;3502
5128;6754;17;4712;14;3502
3608;7639;5;4712;3;3502
7530;2979;14;4712;16;3502
9772;2009;19;4712;12;3502
866;6568;4;4712;2;3502
4035;8899;20;4712;19;3502
3723;9769;16;4712;13;3502
8919;5832;7;4712;4;3502
8870;1234;19;4712;19;3502
2171;6513;20;4712;14;3502
6409;9744;20;4712;15;3502
5116;9654;5;4712;4;3502
4769;5525;12;4712;5;3502
643;5048;3;4712;4;3502
1363;6489;14;4712;12;3502
424;9614;7;4712;6;3502
2865;253;9;4712;5;3502
2064;5177;21;4712;16;3502
5032;4092;23;4712;17;3502
8374;8806;9;4712;8;3502
2821;177;18;4712;8;3502
1784;4816;21;4712;18;3502
3960;7423;18;4712;12;3502
9736;5040;18;4712;15;3502
8768;1329;17;4712;16;3502
9123;5410;16;4712;14;3502
8998;7663;13;4712;12;3502
6591;3813;10;4712;5;3502
182;5865;19;4712;17;3502
9325;8350;12;4712;9;3502
8088;67;19;4712;16;3502
1038;2681;18;4712;16;3502
6637;3022;17;4712;18;3502
369;2414;19;4712;20;3502
7733;6798;5;4712;3;3502
4890;908;15;4712;14;3502
1565;877;17;4712;11;3502
8575;1781;15;4712;16;3502
4885;3259;14;4712;14;3502
4124;7669;18;4712;16;3502
5648;3232;19;4712;21;3502
3126;927;15;4712;11;3502
1893;3792;19;4712;20;3502
764;8070;8;4712;7;3502
8786;3434;19;4712;15;3502
458;3222;15;4712;13;3502
6656;8509;20;4712;19;3502
8631;1677;9;4712;5;3502
5633;712;4;4712;3;3502
7647;8809;19;4712;21;3502
3782;3500;8;4712;4;3502
1051;5566;15;4712;11;3502
2525;7407;20;4712;15;3502
7131;4916;5;4712;3;3502
2584;8704;8;4712;3;3502
1669;8971;6;4712;4;3502
6025;2;10;4712;5;3502
7319;5212;11;4712;11;3502
2265;3128;11;4712;10;3502
2521;622;20;4712;16;3502
5752;4267;16;4712;19;3502
6366;6562;14;4712;10;3502
7534;1355;5;4712;2;3502
1721;6299;18;4712;23;3502
8256;9599;19;4712;15;3502
77;6749;6;4712;3;3502
6206;3994;8;4712;5;3502
6428;2465;12;4712;6;3502
7738;9149;9;4712;5;3502
5281;930;10;4712;8;3502
8019;3779;17;4712;18;3502
25;2839;9;4712;8;3502
8143;236;3;4712;1;3502
3259;2717;11;4712;11;3502
3271;2890;15;4712;11;3502
825;5825;21;4712;21;3502
3228;8050;8;4712;5;3502
6782;263;14;4712;10;3502
199;1231;20;4712;18;3502
6807;7353;20;4712;20;3502
30;2889;20;4712;19;3502
895;5055;15;4712;12;3502
8995;9308;9;4712;8;3502
7155;2600;14;4712;17;3502
342;201;13;4712;12;3502
1268;5699;17;4712;10;3502
2427;838;9;4712;7;3502
6234;7884;20;4712;19;3502
7142;4274;9;4712;4;3502
6789;9958;20;4712;18;3502
195;6937;7;4712;4;3502
1359;9969;13;4712;6;3502
6306;9856;19;4712;19;3502
6878;3561;19;4712;13;3502
8767;398;18;4712;14;3502
342;123;20;4712;17;3502
1744;5992;20;4712;15;3502
298;1204;20;4712;17;3502
4983;3031;7;4712;5;3502
642;6343;17;4712;15;3502
55;5255;18;4712;13;3502
5369;2443;15;4712;20;3502
5124;2271;17;4712;16;3502
3854;1743;8;4712;5;3502
8803;7592;17;4712;10;3502
8378;1131;20;4712;20;3502
2576;2235;18;4712;17;3502
9601;8916;6;4712;3;3502
6287;2716;16;4712;16;3502
7921;3371;20;4712;11;3502
2842;2285;27;4712;17;3502
1992;4180;19;4712;16;3502
4937;8960;4;4712;3;3502
5314;3150;6;4712;7;3502
511;2077;19;4712;18;3502
2463;7923;8;4712;4;3502
4401;9772;16;4712;15;3502
5987;3133;18;4712;18;3502
2849;320;20;4712;14;3502
4167;963;10;4712;7;3502
7897;2257;19;4712;20;3502
9870;9775;17;4712;15;3502
5220;1203;2;4712;1;3502
6962;350;8;4712;7;3502
3446;8216;20;4712;23;3502
2508;1347;13;4712;12;3502
9995;1471;10;4712;8;3502
1970;6040;21;4712;22;3502
7757;3303;21;4712;15;3502
7002;2706;0;4712;1;3502
6351;1428;18;4712;17;3502
3693;975;17;4712;12;3502
2806;6412;17;4712;18;3502
2183;2255;3;4712;3;3502
7064;8159;12;4712;6;3502
6971;61;12;4712;9;3502
7692;6385;1;4712;3;3502
6515;1016;13;4712;12;3502
8961;9766;19;4712;17;3502
4789;4370;22;4712;13;3502
8859;6984;4;4712;4;3502
1602;8916;0;4712;1;3502
9688;7592;10;4712;8;3502
5192;1900;4;4712;2;3502
4512;7711;14;4712;6;3502
7495;1092;2;4712;1;3502
2011;63;18;4712;21;3502
1360;4976;8;4712;3;3502
3628;5899;16;4712;13;3502
9736;9332;20;4712;16;3502
75;1199;17;4712;18;3502
1677;6975;13;4712;6;3502
1489;3421;10;4712;5;3502
8256;664;18;4712;19;3502
2076;3862;8;4712;9;3502
3200;5876;17;4712;11;3502
2082;738;5;4712;4;3502
5080;9985;5;4712;5;3502
6115;524;15;4712;10;3502
1262;1331;7;4712;3;3502
9111;6412;13;4712;11;3502
5308;2520;12;4712;8;3502
5110;866;14;4712;12;3502
8539;6393;23;4712;17;3502
4166;8604;20;4712;19;3502
7163;2863;13;4712;12;3502
6415;1540;6;4712;4;3502
8928;5936;3;4712;2;3502
4363;7785;10;4712;6;3502
9927;6661;17;4712;14;3502
4153;5433;23;4712;14;3502
7638;6233;6;4712;5;3502
1664;8920;0;4712;1;3502
6913;2448;15;4712;8;3502
1680;1247;7;4712;9;3502
1288;1057;19;4712;16;3502
4213;8324;5;4712;2;3502
2382;6306;20;4712;15;3502
7909;8081;18;4712;13;3502
7428;7198;20;4712;20;3502
8073;4212;7;4712;4;3502
9988;2086;17;4712;16;3502
5624;2659;8;4712;4;3502
1722;8609;6;4712;6;3502
4110;9273;9;4712;6;3502
3292;3857;20;4712;20;3502
6955;7809;5;4712;2;3502
3227;1316;15;4712;12;3502
8552;5022;14;4712;8;3502
1153;4771;21;4712;21;3502
213;6821;18;4712;12;3502
2410;9819;20;4712;17;3502
2254;8696;12;4712;9;3502
208;533;15;4712;7;3502
796;2384;12;4712;12;3502
4766;3380;17;4712;18;3502
7511;5750;19;4712;14;3502
8486;4731;22;4712;20;3502
8649;8990;16;4712;9;3502
6910;5240;1;4712;1;3502
6174;6528;18;4712;17;3502
9076;1953;10;4712;9;3502
4232;9508;2;4712;0;3502
9427;602;10;4712;7;3502
3406;1962;16;4712;16;3502
670;5856;16;4712;8;3502
1748;915;14;4712;14;3502
5385;484;22;4712;20;3502
5014;6159;6;4712;7;3502
1335;2615;5;4712;3;3502
2799;3508;14;4712;13;3502
4957;9999;13;4712;12;3502
7430;4407;13;4712;8;3502
8277;1667;24;4712;29;3502
119;3051;8;4712;3;3502
4448;6905;11;4712;7;3502
3184;4931;22;4712;18;3502
2579;2313;15;4712;11;3502
1090;6613;9;4712;5;3502
1538;6286;10;4712;9;3502
3159;910;20;4712;18;3502
330;8089;4;4712;3;3502
6115;4796;2;4712;2;3502
7;1361;17;4712;17;3502
6002;6843;21;4712;20;3502
8198;4923;18;4712;14;3502
3649;7775;12;4712;10;3502
2709;7185;1;4712;2;3502
3513;6955;17;4712;18;3502
3447;4834;18;4712;19;3502
5990;5692;4;4712;4;3502
675;8695;2;4712;2;3502
3879;1542;13;4712;7;3502
4700;9693;21;4712;16;3502
7854;8153;12;4712;4;3502
5340;740;16;4712;9;3502
6886;1758;20;4712;16;3502
233;147;17;4712;13;3502
3620;2244;18;4712;14;3502
9945;9477;11;4712;6;3502
7605;9313;18;4712;16;3502
3682;7316;10;4712;11;3502
6519;6839;10;4712;7;3502
538;3504;19;4712;17;3502
4133;5718;11;4712;8;3502
9805;3004;9;4712;9;3502
3546;2951;21;4712;21;3502
5693;9302;17;4712;17;3502
295;8108;14;4712;12;3502
8436;8257;17;4712;14;3502
3487;4530;14;4712;10;3502
4933;353;18;4712;17;3502
9167;5408;22;4712;19;3502
688;2050;21;4712;17;3502
2651;6559;2;4712;1;3502
6228;3877;4;4712;1;3502
8484;6581;7;4712;5;3502
7118;7447;8;4712;3;3502
2309;1199;2;4712;3;3502
7808;5792;19;4712;20;3502
2333;3851;6;4712;4;3502
1629;1653;11;4712;8;3502
7591;9551;15;4712;12;3502
8417;7195;14;4712;11;3502
6228;7610;19;4712;22;3502
782;3577;18;4712;8;3502
8907;7189;18;4712;18;3502
5473;5816;10;4712;4;3502
6279;6614;13;4712;10;3502
1698;1722;19;4712;14;3502
4382;6081;15;4712;9;3502
9322;2644;6;4712;7;3502
6545;5274;13;4712;10;3502
255;5385;17;4712;13;3502
3663;2347;23;4712;20;3502
1803;8116;9;4712;7;3502
1813;9646;20;4712;17;3502
6651;8897;0;4712;0;3502
4528;4665;19;4712;17;3502
195;361;18;4712;17;3502
9363;6980;18;4712;11;3502
927;4201;21;4712;20;3502
6340;3095;7;4712;8;3502
2756;9870;20;4712;18;3502
2704;9604;12;4712;8;3502
3380;6638;18;4712;19;3502
4383;7342;8;4712;9;3502
8928;70;20;4712;24;3502
6754;3781;14;4712;13;3502
2313;1292;22;4712;18;3502
8777;8751;9;4712;11;3502
5743;1808;20;4712;17;3502
7537;9669;13;4712;7;3502
9114;2836;15;4712;12;3502
3450;6903;2;4712;2;3502
9879;4405;3;4712;2;3502
7383;2413;12;4712;7;3502
3978;2036;21;4712;14;3502
207;7739;10;4712;9;3502
9586;7718;20;4712;18;3502
5072;3439;16;4712;8;3502
9946;1444;14;4712;15;3502
531;9307;19;4712;12;3502
3307;4720;3;4712;1;3502
874;9305;14;4712;9;3502
4063;8373;1;4712;2;3502
7638;9520;14;4712;14;3502
8960;25;13;4712;9;3502
7510;4562;18;4712;18;3502
6495;4018;19;4712;15;3502
9705;9807;21;4712;13;3502
4625;1633;1;4712;1;3502
1397;42;3;4712;3;3502
8147;1360;15;4712;12;3502
1472;1205;3;4712;2;3502
8863;5844;19;4712;15;3502
5339;11;18;4712;15;3502
23;3359;13;4712;10;3502
4046;9018;19;4712;17;3502
3485;3173;13;4712;6;3502
158;2956;10;4712;7;3502
8293;9000;19;4712;21;3502
9819;4608;11;4712;10;3502
4834;5266;11;4712;6;3502
7415;170;2;4712;0;3502
9821;5662;11;4712;8;3502
2769;2915;4;4712;3;3502
3093;2020;16;4712;9;3502
639;6366;12;4712;9;3502
8416;2991;15;4712;12;3502
5274;3577;19;4712;11;3502
879;3501;2;4712;1;3502
1523;7324;6;4712;4;3502
7839;3682;22;4712;21;3502
2356;1041;12;4712;12;3502
9836;5481;0;4712;2;3502
6449;9280;21;4712;18;3502
8352;7737;4;4712;2;3502
236;4597;18;4712;16;3502
889;8591;20;4712;15;3502
8312;6608;20;4712;18;3502
3065;2654;20;4712;19;3502
2950;3337;16;4712;12;3502
8023;8800;3;4712;1;3502
1787;8638;21;4712;24;3502
5539;4391;3;4712;1;3502
5683;7995;19;4712;19;3502
854;9892;18;4712;10;3502
5806;5413;17;4712;11;3502
3575;6963;20;4712;19;3502
1448;5475;3;4712;2;3502
3530;897;16;4712;16;3502
6231;2889;18;4712;18;3502
4020;1323;4;4712;4;3502
6461;3362;22;4712;20;3502
1241;981;6;4712;3;3502
7069;6425;5;4712;5;3502
7894;2884;13;4712;7;3502
5099;9252;17;4712;13;3502
2971;537;7;4712;4;3502
364;3246;15;4712;12;3502
5056;1274;19;4712;15;3502
1021;4000;3;4712;3;3502
1624;4030;13;4712;11;3502
5711;5659;14;4712;11;3502
9859;7204;25;4712;15;3502
9103;6244;17;4712;14;3502
5773;8145;20;4712;15;3502
2020;9532;16;4712;14;3502
9108;7316;9;4712;7;3502
4818;8427;19;4712;20;3502
1207;6392;17;4712;14;3502
1739;8825;7;4712;5;3502
329;8181;16;4712;17;3502
213;3913;8;4712;4;3502
4901;1475;19;4712;18;3502
5943;8514;18;4712;17;3502
6236;9741;12;4712;9;3502
8077;9338;3;4712;3;3502
1161;5694;2;4712;1;3502
7115;4625;20;4712;16;3502
6614;3626;15;4712;12;3502
4093;7016;2;4712;2;3502
4616;299;2;4712;0;3502
477;6957;14;4712;8;3502
1796;9687;2;4712;2;3502
7214;9748;1;4712;2;3502
1429;474;9;4712;9;3502
6965;6627;2;4712;3;3502
8166;3126;3;4712;1;3502
7816;3466;16;4712;9;3502
3513;1875;10;4712;8;3502
1198;5501;20;4712;19;3502
8314;9796;1;4712;2;3502
7830;4895;17;4712;14;3502
2414;8;13;4712;12;3502
1284;4941;13;4712;11;3502
7589;3337;21;4712;11;3502
4246;1044;3;4712;3;3502
1438;7045;6;4712;4;3502
8805;3872;20;4712;18;3502
3994;3079;12;4712;10;3502
9462;1586;19;4712;14;3502
1592;4770;18;4712;20;3502
1504;3884;19;4712;10;3502
5712;7097;2;4712;2;3502
5160;5148;16;4712;13;3502
6555;3117;11;4712;9;3502
5704;8756;18;4712;19;3502
7615;9507;13;4712;9;3502
6414;8898;20;4712;19;3502
8105;3121;5;4712;4;3502
3744;7873;16;4712;16;3502
9571;6390;3;4712;2;3502
5198;9450;20;4712;20;3502
7717;8019;17;4712;12;3502
7744;584;19;4712;17;3502
7079;8618;15;4712;12;3502
9390;103;17;4712;17;3502
9060;5617;12;4712;5;3502
494;7048;8;4712;5;3502
2123;1379;15;4712;10;3502
9096;5780;10;4712;6;3502
7279;6435;4;4712;1;3502
7222;2234;9;4712;6;3502
5487;558;6;4712;4;3502
2183;2487;5;4712;7;3502
2319;9740;12;4712;14;3502
9874;6721;4;4712;3;3502
1653;3154;15;4712;12;3502
6120;3568;9;4712;7;3502
512;7864;14;4712;13;3502
4738;1257;10;4712;9;3502
3969;130;19;4712;15;3502
4682;4057;16;4712;12;3502
622;3005;14;4712;12;3502
5125;8682;16;4712;16;3502
4220;440;15;4712;17;3502
6653;5093;4;4712;5;3502
9642;6300;10;4712;10;3502
5853;6116;19;4712;21;3502
8061;1609;5;4712;2;3502
3430;5506;19;4712;16;3502
9749;3406;17;4712;12;3502
7871;9074;8;4712;5;3502
5294;2324;15;4712;13;3502
8841;5721;18;4712;18;3502
6482;5208;17;4712;14;3502
4640;6089;9;4712;7;3502
1084;4628;13;4712;14;3502
2269;267;5;4712;2;3502
232;3321;17;4712;18;3502
5288;8375;8;4712;5;3502
4790;2043;5;4712;2;3502
859;3955;19;4712;16;3502
2126;7545;1;4712;2;3502
3922;8918;12;4712;8;3502
6957;4935;19;4712;18;3502
8559;9880;11;4712;10;3502
3613;634;7;4712;5;3502
3722;824;9;4712;10;3502
4435;4751;6;4712;5;3502
6773;9337;21;4712;20;3502
2737;1592;8;4712;6;3502
7757;6042;20;4712;14;3502
4060;9684;15;4712;7;3502
9340;9473;1;4712;1;3502
7976;4746;18;4712;14;3502
5164;7955;12;4712;6;3502
4431;466;7;4712;6;3502
1750;4722;22;4712;19;3502
7424;2560;6;4712;7;3502
6008;3891;17;4712;14;3502
8036;4526;9;4712;7;3502
3253;3339;1;4712;1;3502
1244;9556;20;4712;18;3502
6503;2694;13;4712;8;3502
6407;743;14;4712;13;3502
6160;5876;6;4712;6;3502
4448;539;15;4712;11;3502
1917;9265;20;4712;18;3502
7827;5878;18;4712;13;3502
9419;8863;9;4712;5;3502
4080;1955;10;4712;10;3502
1668;2145;21;4712;24;3502
5224;4896;1;4712;2;3502
5330;4598;14;4712;10;3502
7092;1285;13;4712;12;3502
5540;2737;6;4712;4;3502
7446;3808;2;4712;2;3502
238;4385;9;4712;8;3502
2807;1489;15;4712;16;3502
970;4882;13;4712;11;3502
9247;3199;20;4712;10;3502
9965;1087;13;4712;12;3502
2003;9414;11;4712;7;3502
9989;65;9;4712;10;3502
3144;6142;21;4712;20;3502
3838;265;13;4712;10;3502
8741;2649;20;4712;10;3502
5012;1638;10;4712;8;3502
3495;9304;19;4712;19;3502
418;7476;10;4712;7;3502
5711;442;16;4712;11;3502
8009;5361;15;4712;11;3502
9494;6595;20;4712;23;3502
8604;1117;18;4712;20;3502
4160;645;27;4712;17;3502
4120;7853;10;4712;8;3502
8046;429;16;4712;12;3502
2321;9708;16;4712;12;3502
8573;4124;6;4712;4;3502
7768;1455;10;4712;9;3502
317;176;2;4712;2;3502
9097;6083;13;4712;11;3502
652;9615;16;4712;22;3502
4832;6198;20;4712;14;3502
7920;8192;6;4712;3;3502
3451;6206;13;4712;10;3502
7315;1814;19;4712;19;3502
1563;8714;22;4712;12;3502
1688;4137;10;4712;11;3502
9380;6835;15;4712;9;3502
5437;5826;18;4712;17;3502
6468;3022;18;4712;16;3502
5817;1411;13;4712;9;3502
896;7873;9;4712;9;3502
9924;2961;12;4712;5;3502
9210;4719;22;4712;16;3502
9254;8592;19;4712;17;3502
9615;4546;9;4712;5;3502
3095;5689;9;4712;9;3502
6540;5716;10;4712;4;3502
8598;3930;13;4712;12;3502
5761;8634;16;4712;12;3502
1334;7162;10;4712;11;3502
7870;846;12;4712;11;3502
2546;5271;18;4712;15;3502
8090;9511;6;4712;4;3502
3888;398;2;4712;3;3502
7986;9703;14;4712;10;3502
7043;4135;19;4712;10;3502
7246;5713;18;4712;16;3502
1931;3290;11;4712;6;3502
143;2548;19;4712;16;3502
8600;3761;5;4712;5;3502
6501;681;21;4712;14;3502
6988;5068;15;4712;15;3502
9725;1989;1;4712;0;3502
5134;9979;19;4712;18;3502
6920;5947;14;4712;10;3502
3498;3020;11;4712;7;3502
5894;5809;11;4712;8;3502
213;5505;14;4712;6;3502
1537;4381;9;4712;9;3502
3391;5053;4;4712;1;3502
7127;877;13;4712;13;3502
3985;9211;13;4712;8;3502
4143;3072;17;4712;15;3502
3046;1018;17;4712;13;3502
4860;5683;10;4712;6;3502
4838;5113;21;4712;20;3502
5103;8620;7;4712;5;3502
4190;219;7;4712;4;3502
2182;1405;12;4712;12;3502
1083;7463;8;4712;5;3502
2451;2085;21;4712;17;3502
2612;4832;10;4712;7;3502
3112;2025;13;4712;8;3502
7512;8251;20;4712;19;3502
4414;3114;18;4712;10;3502
2556;6962;11;4712;10;3502
1669;5363;10;4712;5;3502
135;6692;15;4712;15;3502
8998;1906;13;4712;12;3502
6361;9270;16;4712;15;3502
1060;6640;11;4712;9;3502
5893;1947;1;4712;1;3502
5185;5039;4;4712;3;3502
4112;6091;11;4712;12;3502
4108;8223;17;4712;9;3502
1058;8563;8;4712;4;3502
5719;876;20;4712;15;3502
3241;1080;19;4712;15;3502
5175;8648;2;4712;1;3502
492;2169;14;4712;7;3502
7430;3393;17;4712;9;3502
5165;4561;4;4712;3;3502
3602;1502;14;4712;14;3502
1016;3318;8;4712;4;3502
3448;7067;23;4712;18;3502
9192;2545;18;4712;13;3502
3211;9646;5;4712;3;3502
9289;698;2;4712;1;3502
9758;2038;14;4712;10;3502
4248;4511;18;4712;15;3502
754;8768;18;4712;16;3502
1494;9616;16;4712;12;3502
1480;2469;19;4712;19;3502
4251;6651;12;4712;8;3502
3832;6355;2;4712;2;3502
9768;7263;4;4712;3;3502
666;2373;15;4712;15;3502
965;6015;3;4712;1;3502
5826;8066;3;4712;2;3502
6729;3221;4;4712;1;3502
8089;8496;1;4712;1;3502
9687;9264;15;4712;11;3502
8854;498;16;4712;16;3502
1157;7963;13;4712;12;3502
187;6693;3;4712;1;3502
7640;1291;18;4712;18;3502
4300;9043;16;4712;15;3502
7724;4693;17;4712;16;3502
