source;target;Dijkstra time;Dijkstra iteration;Dijkstra path weight;Dijkstra path length;Bidirectional Dijkstra time;Bidirectional Dijkstra iteration;Bidirectional Dijkstra path weight;Bidirectional Dijkstra path length
5032;4092;13;7926;8236;74;15;5669;8236;74
8374;8806;5;2868;5429;52;9;2573;5429;52
2821;177;15;6982;5321;45;7;2314;5321;45
1784;4816;14;9787;10170;99;16;6297;10170;99
3960;7423;14;7346;5859;55;12;4127;5859;55
9736;5040;14;8126;6557;58;14;5369;6557;58
8768;1329;13;7075;6766;63;15;5249;6766;63
9123;5410;11;5309;6477;60;14;4089;6477;60
8998;7663;9;4411;5755;56;10;3654;5755;56
6591;3813;8;3533;3612;33;5;1479;3612;33
182;5865;14;7866;7103;64;17;6127;7103;64
9325;8350;9;4872;5183;52;9;2865;5183;52
8088;67;13;8502;9609;89;14;5235;9609;89
1038;2681;13;8119;9582;79;18;5591;9582;79
6637;3022;13;7741;9015;84;19;6530;9015;84
369;2414;13;8678;8861;86;17;6326;8861;86
7733;6798;3;1186;2135;19;2;699;2135;19
4890;908;12;5932;7216;63;15;4585;7216;63
1565;877;15;6713;5946;59;11;3856;5946;59
8575;1781;10;5783;7615;70;14;5206;7615;70
4885;3259;11;5558;7152;70;14;4814;7152;70
4124;7669;14;7877;7640;65;15;5403;7640;65
5648;3232;14;9177;9658;86;18;6989;9658;86
3126;927;12;5774;6296;54;10;3580;6296;54
1893;3792;14;8139;8565;67;16;5895;8565;67
764;8070;5;2410;4350;38;6;2033;4350;38
8786;3434;13;8255;7236;66;13;5058;7236;66
458;3222;13;6514;7647;72;15;4734;7647;72
6656;8509;15;8687;9525;78;18;6803;9525;78
8631;1677;5;2297;2857;22;4;1134;2857;22
5633;712;2;1214;2106;21;2;673;2106;21
7647;8809;14;9483;9090;87;19;6994;9090;87
3782;3500;4;2505;3051;26;2;1083;3051;27
1051;5566;13;6474;6222;57;11;3833;6222;57
2525;7407;11;6321;8602;80;14;4914;8602;80
7131;4916;2;1214;2711;27;3;933;2711;27
2584;8704;6;2465;2956;23;4;928;2956;23
1669;8971;4;2305;2940;23;4;1244;2940;25
6025;2;7;3203;3535;32;5;1793;3535;32
7319;5212;7;3743;6453;62;10;3344;6453;62
2265;3128;9;4349;5229;47;9;3080;5229;47
2521;622;14;8362;9806;90;20;5923;9806;90
5752;4267;13;7573;8896;80;16;6461;8896;80
6366;6562;11;5174;4498;42;8;2859;4498;42
7534;1355;4;1484;2315;25;2;758;2315;25
1721;6299;13;9108;9421;80;18;6720;9421;79
8256;9599;14;8407;8004;66;15;5631;8004;66
77;6749;6;2235;2901;29;3;915;2901;29
6206;3994;4;2270;3524;37;4;1430;3524;37
6428;2465;10;4525;3999;39;6;2033;3999;39
7738;9149;6;2932;3356;31;5;1541;3356;31
5281;930;7;3365;4434;37;7;2488;4434;37
8019;3779;12;7348;8305;77;16;5777;8305;77
25;2839;8;3426;3499;38;5;1667;3499;38
8143;236;1;564;2039;21;2;393;2039;21
3259;2717;7;3825;4362;45;8;2780;4362;45
3271;2890;13;5117;6024;54;10;3608;6024;54
825;5825;16;7948;8640;84;19;6717;8640;84
3228;8050;6;2839;3191;34;4;1111;3191;34
6782;263;9;4866;5142;52;9;3004;5142;52
199;1231;16;9577;8480;69;16;5933;8480;69
6807;7353;14;9179;9781;80;19;7262;9781;80
30;2889;14;8464;8259;70;18;6442;8259;70
895;5055;10;6092;4932;45;10;3464;4932;45
8995;9308;8;3447;3987;36;8;2314;3987;36
7155;2600;9;5531;6014;58;13;4280;6014;58
342;201;12;4856;5125;51;13;3694;5125;51
1268;5699;12;7019;5868;55;9;3391;5868;55
2427;838;7;3280;4259;42;6;2258;4259;42
6234;7884;14;8112;8741;81;17;6512;8741;81
7142;4274;7;3133;3345;34;4;1359;3345;34
6789;9958;14;9293;8340;74;18;6533;8340;74
195;6937;4;2243;3845;36;6;1532;3845;36
1359;9969;9;4532;4160;38;6;1870;4160;38
6306;9856;15;8779;9162;78;17;6412;9162;78
6878;3561;11;6095;8066;76;12;4355;8066;76
8767;398;16;7381;7313;68;12;4802;7313;68
342;123;17;9028;8033;75;17;6054;8033;75
1744;5992;14;9421;9310;88;15;5441;9310;88
298;1204;14;9985;9236;85;16;5874;9236;85
4983;3031;5;2150;3557;37;5;1630;3557;37
642;6343;12;6677;7039;64;14;5539;7039;64
55;5255;13;7389;8643;57;12;4212;8643;57
5369;2443;10;6112;6571;58;15;5178;6571;58
5124;2271;13;7642;8870;69;16;6067;8870;69
3854;1743;5;2487;3389;29;6;1583;3389;29
8803;7592;11;6639;5035;48;11;3267;5035;47
8378;1131;16;9593;10930;103;21;7410;10930;103
2576;2235;13;7678;7942;75;17;6167;7942;75
9601;8916;3;1618;2594;22;3;835;2594;22
6287;2716;13;7087;9659;90;14;5637;9659;90
7921;3371;14;8965;6426;64;11;3727;6426;64
2842;2285;15;9564;8142;74;16;5977;8142;75
1992;4180;14;8489;7368;63;15;5650;7368;63
4937;8960;3;1249;2113;21;2;634;2113;21
5314;3150;6;2395;4482;40;7;2060;4482;40
511;2077;13;8435;7902;64;16;6162;7902;64
2463;7923;6;3005;3347;29;3;1092;3347;29
4401;9772;13;5549;6316;50;14;4418;6316;50
5987;3133;13;7921;8366;77;17;6755;8366;77
2849;320;15;9530;6591;59;11;4135;6591;59
4167;963;7;2873;3754;35;6;1900;3754;35
7897;2257;15;9206;9215;87;19;7020;9215;87
9870;9775;12;7043;6948;58;15;4810;6948;58
5220;1203;0;389;1162;13;1;186;1162;13
6962;350;6;2657;3821;38;6;1999;3821;38
3446;8216;14;9391;10070;92;18;6805;10070;92
2508;1347;10;5446;6669;63;13;4324;6669;63
9995;1471;8;4027;4413;40;6;2150;4413;40
1970;6040;16;9707;10868;98;21;7565;10868;98
7757;3303;14;8140;6642;62;13;4953;6642;62
7002;2706;0;134;696;9;1;74;696;9
6351;1428;14;8304;8601;80;16;6015;8601;80
3693;975;12;6495;7907;64;10;3912;7907;64
2806;6412;12;7340;7845;81;15;6108;7845;81
2183;2255;3;1171;3352;20;3;844;3352;20
7064;8159;8;4046;3895;34;6;2152;3895;34
6971;61;9;4093;4599;43;7;2384;4599;43
7692;6385;1;727;1868;17;1;480;1868;17
6515;1016;11;5182;6143;54;11;3975;6143;54
8961;9766;14;9171;7756;69;15;5850;7756;69
4789;4370;14;7537;7380;67;15;4139;7380;67
8859;6984;4;1402;3222;32;5;1199;3222;33
1602;8916;0;150;708;9;0;83;708;9
9688;7592;6;3138;5390;43;8;2591;5390;43
5192;1900;2;1022;2887;29;3;823;2887;29
4512;7711;11;4861;4338;39;6;1849;4338;39
7495;1092;1;866;1780;18;1;499;1780;18
2011;63;15;8688;9664;82;17;6886;9664;82
1360;4976;5;2080;2850;23;3;1179;2850;23
3628;5899;12;6021;7632;61;12;4773;7632;61
9736;9332;13;9448;7797;73;14;5275;7797;73
75;1199;13;7740;8463;77;19;6114;8463;77
1677;6975;7;2917;3893;35;6;1878;3893;35
1489;3421;6;3043;3458;34;6;1770;3458;34
8256;664;13;7335;7329;69;18;6268;7329;69
2076;3862;8;3266;4563;42;9;2628;4563;42
3200;5876;12;7112;5599;47;11;3596;5599;47
2082;738;4;1429;2385;22;2;873;2385;22
5080;9985;7;1928;3531;32;3;1195;3531;32
6115;524;12;6262;4988;48;9;3204;4988;48
1262;1331;6;2416;2952;26;3;858;2952;26
9111;6412;10;5138;5571;53;9;3510;5571;53
5308;2520;10;4503;4040;36;6;2312;4040;36
5110;866;9;4642;5895;49;12;4014;5895;49
8539;6393;13;9296;10336;96;17;6291;10336;96
4166;8604;14;9369;8717;77;19;6742;8717;77
7163;2863;8;4458;6354;60;11;3901;6354;60
6415;1540;5;2167;2935;27;4;1175;2935;27
8928;5936;1;630;2093;21;3;520;2093;21
4363;7785;6;3644;3927;35;8;2252;3927;35
9927;6661;13;6514;6667;64;13;4613;6667;64
4153;5433;14;9026;6473;61;11;4486;6473;62
7638;6233;5;1869;3761;37;5;1572;3761;37
1664;8920;0;6;146;3;1;9;146;3
6913;2448;10;5390;4588;43;9;2769;4588;43
1680;1247;5;2401;3964;40;7;2011;3964;40
1288;1057;12;7127;6804;61;15;5435;6804;61
4213;8324;3;1341;2308;25;2;722;2308;25
2382;6306;14;8637;6724;59;14;4869;6724;59
7909;8081;13;7324;6535;65;10;3743;6535;65
7428;7198;14;8086;7612;72;16;5679;7612;72
8073;4212;4;2103;3043;30;4;1308;3043;30
9988;2086;12;6920;8018;70;19;5942;8018;74
5624;2659;7;2199;2796;26;3;1140;2796;26
1722;8609;5;2158;3887;38;5;1915;3887;38
4110;9273;7;3261;4607;39;5;2098;4607;39
3292;3857;15;8845;8484;80;16;6458;8484;80
6955;7809;3;1284;2128;22;3;752;2128;22
3227;1316;11;6084;6243;55;11;3518;6243;55
8552;5022;9;5213;4438;48;8;2492;4438;48
1153;4771;15;9207;10278;96;18;7026;10278;96
213;6821;12;6570;5087;43;11;3535;5087;43
2410;9819;14;9475;9356;84;16;5873;9356;84
2254;8696;8;4092;4016;35;7;2242;4016;35
208;533;10;5297;4535;41;6;1718;4535;41
796;2384;8;3524;4889;49;10;2991;4889;49
4766;3380;13;6652;8769;81;16;5948;8769;81
7511;5750;12;6745;5086;43;11;3658;5086;43
8486;4731;15;9187;8934;78;18;6807;8934;78
8649;8990;10;4805;5636;55;7;2368;5636;55
6910;5240;1;489;1345;15;1;274;1345;15
6174;6528;13;6939;7214;69;15;5721;7214;69
9076;1953;7;3077;4778;48;7;2692;4778;48
4232;9508;1;238;925;10;0;168;925;10
9427;602;7;3359;4093;33;6;1971;4093;33
3406;1962;10;5303;7545;70;12;4236;7545;70
670;5856;11;5225;4700;44;9;2822;4700;44
1748;915;9;4847;5868;49;12;4068;5868;49
5385;484;18;9648;8698;79;18;6653;8698;79
5014;6159;4;1999;4065;36;4;1726;4065;36
1335;2615;3;1261;2227;20;2;779;2227;20
2799;3508;11;4985;6269;61;11;3571;6269;61
4957;9999;9;4681;5054;53;10;3524;5054;53
7430;4407;8;3972;3784;38;6;1857;3784;38
8277;1667;13;7887;9062;85;18;6594;9062;85
119;3051;4;2314;2848;29;4;900;2848;29
4448;6905;6;2935;3848;35;6;1949;3848;35
3184;4931;14;9550;9560;88;16;5773;9560;88
2579;2313;11;5643;5209;50;10;3143;5209;50
1090;6613;4;2445;3610;31;6;1687;3610;31
1538;6286;6;2914;4735;40;8;2497;4735;40
3159;910;20;8182;8350;77;17;6313;8350;77
330;8089;2;853;2026;15;1;547;2026;15
6115;4796;2;816;1771;15;1;429;1771;15
7;1361;12;6488;6747;59;15;5450;6747;59
6002;6843;13;8140;8392;76;16;5891;8392;76
8198;4923;14;6999;7418;65;13;4650;7418;65
3649;7775;8;3976;4747;43;10;3163;4747;43
2709;7185;0;328;1423;13;1;217;1423;13
3513;6955;13;7188;7487;61;17;6182;7487;61
3447;4834;13;7960;9669;76;17;5958;9669;76
5990;5692;3;1362;2894;27;3;915;2894;27
675;8695;2;678;2748;25;2;622;2748;25
3879;1542;10;4319;3989;38;6;2221;3989;38
4700;9693;15;9413;9668;83;18;5681;9668;83
7854;8153;8;3206;3560;33;5;1391;3560;33
5340;740;10;4802;4221;35;7;2504;4221;35
6886;1758;13;9691;8840;82;16;5775;8840;82
233;147;12;6108;7274;67;12;4354;7274;66
3620;2244;12;7728;8248;74;14;4644;8248;74
9945;9477;7;3417;3525;35;4;1584;3525;35
7605;9313;14;7389;7390;66;13;5284;7390;66
3682;7316;7;3675;5810;56;8;3182;5810;56
6519;6839;7;3176;3876;36;6;1841;3876;36
538;3504;14;8872;8728;86;13;5335;8728;86
4133;5718;7;2936;4692;41;7;2154;4692;41
9805;3004;6;3009;4761;43;9;2458;4761;43
3546;2951;16;9828;9201;75;17;6568;9201;75
5693;9302;12;7110;6281;63;15;5107;6281;63
295;8108;9;5193;5049;49;11;3580;5049;49
8436;8257;12;6363;7752;68;11;4640;7752;68
3487;4530;11;5275;4854;51;8;2954;4854;51
4933;353;14;7352;8877;82;17;6068;8877;82
9167;5408;13;8429;9989;88;16;5951;9989;88
688;2050;15;9007;7568;68;16;5801;7568;68
2651;6559;0;404;1232;15;1;191;1232;15
6228;3877;2;1049;1998;17;1;422;1998;17
8484;6581;4;2296;2877;28;4;1186;2877;28
7118;7447;7;2475;3254;27;5;1115;3254;27
2309;1199;3;613;1959;20;2;411;1959;20
7808;5792;15;9086;9515;86;17;6691;9515;86
2333;3851;5;1895;3520;36;4;1304;3520;36
1629;1653;9;4225;4891;40;9;2832;4891;40
7591;9551;9;5237;7300;66;12;4299;7300;66
8417;7195;9;5158;5713;54;11;3508;5713;54
6228;7610;15;9778;10443;92;17;7157;10443;92
782;3577;11;6099;6512;52;9;2797;6512;52
8907;7189;13;7913;8416;75;17;6498;8416;75
5473;5816;6;3083;3375;31;5;1581;3375;31
6279;6614;9;4327;4691;41;9;3006;4691;41
1698;1722;19;9409;6622;62;12;4280;6622;62
4382;6081;13;5566;5408;44;9;3063;5408;44
9322;2644;5;2247;4333;35;7;1955;4333;35
6545;5274;9;5279;6133;56;9;3008;6133;56
