n°	source	destination	distance	nb itérations simple	nb itérations bidir	temps simple (ms)	temps bidir (ms)
525	6228	3877	1998	1049	421	8.553	3.9441
526	8484	6581	2877	2295	1185	19.0914	10.1253
527	7118	7447	3254	2475	1114	19.0648	9.0076
528	2309	1199	1959	613	410	5.4765	3.705
529	7808	5792	9515	9087	6688	65.9636	52.9145
530	2333	3851	3520	1895	1303	16.1223	10.9959
531	1629	1653	4891	4223	2831	32.2947	23.0095
532	7591	9551	7300	5237	4296	40.4528	34.9256
533	8417	7195	5713	5157	3511	38.2008	29.5181
534	6228	7610	10443	9778	7154	69.1446	58.0865
535	782	3577	6512	6099	2796	45.8346	22.3716
536	8907	7189	8416	7912	6499	62.0828	51.4659
537	5473	5816	3375	3082	1578	24.1393	12.8453
538	6279	6614	4691	4327	3005	33.5879	24.2969
539	1698	1722	6622	9409	4281	68.6812	33.9319
540	4382	6081	5408	5566	3062	41.9992	24.818
541	9322	2644	4333	2246	1952	16.7602	16.4857
542	6545	5274	6133	5279	3007	39.3713	23.919
543	255	5385	5321	6377	3974	46.2771	34.0715
544	3663	2347	11584	9377	7400	66.1714	57.0167
545	1803	8116	4857	3638	1841	26.7445	16.3185
546	1813	9646	8585	9361	5890	65.1323	46.8396
547	6651	8897	566	91	47	0.5801	0.7601
548	4528	4665	7011	7790	6225	57.3324	51.9352
549	195	361	8959	8225	5950	65.1995	62.1698
550	9363	6980	5822	7180	4046	68.5888	38.7259
551	927	4201	10885	9815	7173	107.8658	75.4655
552	6340	3095	3971	2867	1987	27.2839	21.2747
553	2756	9870	8516	7761	6139	69.5178	57.2654
554	2704	9604	4072	4335	2352	36.3893	22.711
555	3380	6638	7095	9106	5317	69.4252	43.7186
556	4383	7342	3915	3109	2166	24.4775	17.4856
557	8928	70	11867	9558	7471	68.34	66.9973
558	6754	3781	7792	5051	4432	46.2654	40.9329
559	2313	1292	9066	8649	5835	83.5931	57.4194
560	8777	8751	4943	3301	2845	28.7775	26.0043
561	5743	1808	7362	7542	5788	61.8084	52.3739
562	7537	9669	4898	4423	1782	34.9613	14.8295
563	9114	2836	5539	5751	3611	42.5023	29.3447
564	3450	6903	1669	637	405	6.2708	3.6265
565	9879	4405	1795	846	359	6.7935	3.1849
566	7383	2413	3927	4235	2177	31.8115	18.0588
567	3978	2036	7610	8059	4680	58.7191	36.8663
568	207	7739	5126	3521	2750	27.8774	23.1407
569	9586	7718	9228	8279	5921	60.0586	49.1013
570	5072	3439	4668	6145	2618	44.8831	22.8496
571	9946	1444	6929	4681	4017	35.0332	35.6371
572	531	9307	8808	7856	4300	68.5686	34.3015
573	3307	4720	1360	529	270	4.5339	2.4881
574	874	9305	4625	5539	2983	41.4943	25.0082
575	4063	8373	1654	339	297	2.5716	3.749
576	7638	9520	7459	5567	4571	60.5836	39.0867
577	8960	25	4478	3958	2534	30.101	21.7584
578	7510	4562	7926	7415	6399	55.4267	51.6825
579	6495	4018	8545	7632	5217	54.7813	42.0829
580	9705	9807	7073	8832	4593	61.7941	37.3639
581	4625	1633	659	125	77	1.029	0.9355
582	1397	42	2094	1247	524	9.6297	4.809
583	8147	1360	5252	5048	3569	36.9247	30.0984
584	1472	1205	2139	1318	638	10.1995	6.3146
585	8863	5844	9014	7525	5552	55.8419	44.7289
586	5339	11	6464	8534	4778	61.3234	39.7053
587	23	3359	5586	4886	3488	36.5874	29.3364
588	4046	9018	7222	8063	5717	61.4187	46.501
589	3485	3173	4254	5059	2085	37.158	17.9128
590	158	2956	3802	3677	1990	31.7235	21.6198
591	8293	9000	11143	9602	7415	69.5328	56.7067
592	9819	4608	5069	2571	2241	20.3533	18.3318
593	4834	5266	4523	3595	1939	26.5469	16.2054
594	7415	170	1311	480	259	4.3635	2.5759
595	9821	5662	4804	3562	2369	27.7635	19.1253
596	2769	2915	2765	1265	882	9.8811	7.4981
597	3093	2020	5150	4551	2732	33.8873	22.1677
598	639	6366	4060	4119	2361	31.617	19.0451
599	8416	2991	6634	5539	3782	40.3491	31.1501
600	5274	3577	8450	6792	3694	48.9665	31.3702
601	879	3501	1506	608	333	4.5953	3.3282
602	1523	7324	3628	2033	1388	15.2999	11.5727
603	7839	3682	10273	9817	7216	69.0855	55.7833
604	2356	1041	5864	3533	3147	27.321	25.5579
605	9836	5481	587	98	55	0.9266	0.912
606	6449	9280	7300	8617	6156	65.0145	48.4149
607	8352	7737	2522	1183	757	9.0116	6.7179
608	236	4597	7068	6818	5289	50.2449	44.0684
609	889	8591	6594	8381	4919	61.9096	38.9474
610	8312	6608	8620	8250	6453	59.3421	52.6095
611	3065	2654	7875	8637	6415	61.0497	51.8976
612	2950	3337	4631	5851	2456	43.0976	21.1266
613	8023	8800	1782	894	475	6.617	4.3902
614	1787	8638	10047	9802	7095	68.7304	55.6225
615	5539	4391	1736	541	341	4.1914	3.7751
616	5683	7995	8635	8367	6736	59.9575	52.0263
617	854	9892	5515	7433	3502	54.0369	27.4019
618	5806	5413	5333	6794	3802	50.2646	30.3336
619	3575	6963	9011	8377	6777	63.6013	52.7991
620	1448	5475	1736	820	441	6.228	4.0934
621	3530	897	8321	6325	5454	48.5693	45.8187
622	6231	2889	7314	8162	5972	60.569	55.9214
623	4020	1323	2704	1487	1030	11.2703	9.1837
624	6461	3362	10140	9082	7077	66.0164	54.749
625	1241	981	2822	2155	805	16.3307	6.6414
626	7069	6425	3590	1719	1472	14.9219	11.9481
627	7894	2884	4263	4924	2150	36.0561	17.1505
628	5099	9252	8047	6964	4841	51.3153	37.4927
629	2971	537	2583	1830	962	13.5259	8.5762
630	364	3246	6175	6337	3832	47.1735	30.1062
631	5056	1274	7794	8382	5335	62.4716	41.1611
632	1021	4000	2209	1294	499	11.2278	4.573
633	1624	4030	5765	5296	3757	38.8504	29.6578
634	5711	5659	5871	4815	3502	36.1197	30.5674
635	9859	7204	8931	8499	5337	61.7832	42.0697
636	9103	6244	7851	6767	4658	51.6376	37.0683
637	5773	8145	7907	9228	5661	66.2037	44.3329
638	2020	9532	7530	6360	4349	46.7429	34.1899
639	9108	7316	3665	3431	1861	25.6882	16.4837
640	4818	8427	10493	8877	7060	62.358	55.4929
641	1207	6392	7072	7910	4560	57.0116	36.0071
642	1739	8825	3238	2113	1433	16.0857	11.6449
643	329	8181	8374	6329	4599	47.528	35.1577
644	213	3913	2795	2211	1074	16.9448	8.9541
645	4901	1475	8180	8667	6446	65.441	52.494
646	5943	8514	7984	7082	6109	50.2664	49.5378
647	6236	9741	4577	4525	2999	35.7957	24.8007
648	8077	9338	1915	1010	540	7.5113	4.9174
649	1161	5694	1393	522	268	5.6384	2.4876
650	7115	4625	6903	8700	5471	64.9163	57.245
651	6614	3626	5453	6578	3529	51.3305	30.2322
652	4093	7016	1439	482	311	3.9416	2.8201
653	4616	299	1212	477	263	3.628	2.4365
654	477	6957	4131	4741	2413	34.9504	20.4664
655	1796	9687	1735	832	423	6.4854	3.8774
656	7214	9748	2160	378	271	2.9725	2.7738
657	1429	474	4488	3534	2332	28.0596	18.8301
658	6965	6627	1245	398	257	3.4697	2.6345
659	8166	3126	1284	462	223	3.8704	2.3059
660	7816	3466	4576	5481	2928	41.553	28.4561
661	3513	1875	4935	3919	2544	36.0636	26.3484
662	1198	5501	10629	9848	7099	90.4039	69.2587
663	8314	9796	1009	267	135	2.7871	2.4298
664	7830	4895	7919	7050	4997	72.6099	55.0613
665	2414	8	5940	4608	3678	37.3551	29.6561
666	1284	4941	5667	4901	3555	37.8891	28.3543
667	7589	3337	6294	8530	4032	65.6712	32.6786
668	4246	1044	2594	1217	779	9.2786	7.0271
669	1438	7045	3152	1835	1235	14.1876	10.1274
670	8805	3872	7404	7981	5774	64.6755	54.9879
671	3994	3079	5912	4939	3074	44.4508	30.5751
672	9462	1586	6734	8376	4634	66.385	36.4325
673	1592	4770	9145	8777	7004	63.5175	55.7402
674	1504	3884	5182	7558	2942	55.0722	22.9883
675	5712	7097	1383	512	293	5.252	2.8518
676	5160	5148	6180	6127	4253	43.9806	33.9448
677	6555	3117	5352	4274	2654	32.649	21.4888
678	5704	8756	9825	8595	7124	61.6814	55.743
679	7615	9507	3852	2987	2082	23.8419	16.8262
680	6414	8898	10227	9460	6971	66.6317	59.9365
681	8105	3121	2664	1853	1056	13.8316	9.3162
682	3744	7873	7325	6649	5407	57.6069	60.4598
683	9571	6390	1920	1030	573	11.1037	5.9574
684	5198	9450	9788	9770	7043	81.8815	64.6636
685	7717	8019	6119	7264	3962	54.0556	33.5766
686	7744	584	9473	9590	5847	67.1062	49.3654
687	7079	8618	6710	6352	3772	47.4166	31.8054
688	9390	103	6200	6292	4885	46.5105	40.897
689	9060	5617	3797	4046	1798	32.6609	16.8936
690	494	7048	3087	2664	1348	24.3472	13.5213
691	2123	1379	6588	5834	3132	44.5497	25.0541
692	9096	5780	3708	3305	1750	26.5423	14.4208
693	7279	6435	2199	1322	691	10.6124	5.8169
694	7222	2234	3461	2659	1530	20.2213	12.5853
695	5487	558	2992	2422	1327	19.3016	16.3672
696	2183	2487	4544	1945	1754	15.1877	14.9457
697	2319	9740	7752	5144	4509	38.2675	39.5268
698	9874	6721	1990	1120	543	9.4973	6.0034
699	1653	3154	5558	5974	4192	56.5814	44.4694
700	6120	3568	3663	3568	1819	35.5766	19.1067
701	512	7864	5502	5614	4232	47.4696	38.209
702	4738	1257	4141	3102	2209	25.9198	19.8219
703	3969	130	6343	8448	4808	68.903	42.5968
704	4682	4057	6270	6421	4199	53.9393	36.7806
705	622	3005	6197	5015	4016	41.1074	35.5164
706	5125	8682	7611	6991	5279	63.5818	53.381
707	4220	440	8885	6351	5607	50.8279	57.6008
708	6653	5093	3288	1555	1148	16.2451	12.6312
709	9642	6300	5755	3307	2951	34.1985	26.2663
710	5853	6116	9641	8952	7263	82.3282	82.4503
711	8061	1609	2475	1646	818	18.9932	11.6372
712	3430	5506	6711	5284	4656	51.555	55.33
713	9749	3406	7477	6779	4133	71.5365	47.091
714	7871	9074	3627	2574	1513	25.7443	16.9811
715	5294	2324	6763	6556	4213	65.665	40.0729
716	8841	5721	7879	7784	5964	75.6792	62.1534
717	6482	5208	5710	7615	4368	71.2323	42.5053
718	4640	6089	4990	2947	2497	29.3607	25.9897
719	1084	4628	6174	5112	4456	48.6731	47.2466
720	2269	267	2286	1474	690	12.1435	5.9412
721	232	3321	7739	5654	4553	44.7217	48.2165
722	5288	8375	2989	2344	1138	24.999	14.6158
723	4790	2043	2330	1405	783	16.2656	9.1581
724	859	3955	7384	8983	5496	84.8776	59.3537
725	2126	7545	991	191	157	2.0034	2.511
726	3922	8918	5953	4075	2745	43.8297	29.5575
727	6957	4935	7906	8380	6350	78.1381	68.3639
728	8559	9880	4981	3493	2810	35.3599	31.9771
729	3613	634	2819	2191	1112	21.6176	12.7464
730	3722	824	4818	3304	2883	32.0377	30.8219
731	4435	4751	3842	2129	1446	19.0559	16.159
732	6773	9337	9880	9859	6779	79.6825	60.1586
733	2737	1592	3224	2888	1397	24.655	12.8746
734	7757	6042	6562	7987	4524	67.5649	46.6477
735	4060	9684	3974	4468	2187	36.443	18.0195
736	9340	9473	1116	331	189	2.5178	1.9796
737	7976	4746	6907	7247	4336	54.5689	36.4047
738	5164	7955	3744	3989	1867	30.5202	15.4635
739	4431	466	5009	2299	2055	19.347	17.0836
740	1750	4722	9724	9850	6557	69.5998	50.9201
741	7424	2560	4029	2129	1729	15.8946	14.186
742	6008	3891	7297	6635	4400	48.8617	35.3432
743	8036	4526	4285	3168	1786	24.4055	14.4822
744	3253	3339	1238	452	227	3.7442	2.4104
745	1244	9556	7621	8379	5212	58.8811	42.64
746	6503	2694	4275	4083	2576	30.3133	21.1269
747	6407	743	6669	5109	4303	38.7134	33.6568
748	6160	5876	3798	2405	1571	17.9249	14.4964
749	4448	539	6260	6238	3548	44.874	28.303
750	1917	9265	7529	9095	5812	64.8507	47.3157
751	7827	5878	5753	6885	3884	53.4012	30.4168
752	9419	8863	3483	3189	1370	26.0198	11.2529
753	4080	1955	5060	3445	3077	25.5493	27.4606
754	1668	2145	10871	9698	7386	69.9702	59.0436
755	5224	4896	1334	309	215	2.0093	2.0923
756	5330	4598	4571	5105	2893	37.7621	23.4319
757	7092	1285	5879	4640	3788	36.0297	31.2791
758	5540	2737	3489	1951	1345	14.8208	10.7324
759	7446	3808	1550	658	385	5.563	4.8146
760	238	4385	4797	3043	2249	23.2295	18.0514
761	2807	1489	6140	6072	4973	43.8384	40.2157
762	970	4882	4972	4471	3079	33.4979	25.6714
763	9247	3199	6180	9145	3580	65.4718	30.1089
764	9965	1087	5029	4800	3153	35.2331	24.7627
765	2003	9414	3816	3492	2162	26.5392	19.0746
766	9989	65	4493	3215	2700	24.0913	21.4702
767	3144	6142	9746	8876	6872	63.9065	55.7613
768	3838	265	5330	3818	3347	30.1375	26.5089
769	8741	2649	5658	8620	3275	63.9685	27.8804
770	5012	1638	4495	3326	1869	24.8012	16.0345
771	3495	9304	9574	8546	6566	61.6332	61.1224
772	418	7476	4196	3126	2081	24.698	16.9039
773	5711	442	7091	6237	3894	46.3463	30.3469
774	8009	5361	5466	4985	3043	36.936	26.6748
775	9494	6595	8564	8274	6629	58.3841	52.4414
776	8604	1117	9028	8209	5321	59.6747	44.247
777	4160	645	8809	9916	5852	69.569	45.7318
778	4120	7853	4303	3371	2484	25.0191	21.3971
779	8046	429	6431	5476	4126	40.1866	32.1838
780	2321	9708	5037	5553	3462	43.8251	28.6322
781	8573	4124	2704	2005	1008	15.6123	8.4666
782	7768	1455	3277	2956	1540	23.3939	12.8007
783	317	176	1562	658	366	4.9628	3.2602
784	9097	6083	5294	4511	3420	33.9937	31.0974
785	652	9615	6096	6491	4885	47.4412	40.3207
786	4832	6198	6362	8632	4768	62.3497	41.4409
787	7920	8192	2959	1722	1133	13.3215	9.5081
788	3451	6206	4548	4605	2722	34.6554	22.1494
789	7315	1814	8917	7814	6288	57.7935	50.3558
790	1563	8714	6627	9517	3598	66.323	29.6951
791	1688	4137	5978	3820	3321	28.4781	26.6962
792	9380	6835	4842	5812	2492	43.3588	20.1431
793	5437	5826	6695	6887	5465	50.179	44.8977
794	6468	3022	8799	6101	5124	44.0096	41.5074
795	5817	1411	4740	4168	2672	31.2977	23.1841
796	896	7873	4361	3320	2604	27.0454	22.5293
797	9924	2961	3624	3764	1366	28.2444	11.1842
798	9210	4719	7155	9316	5226	74.3666	44.8961
799	9254	8592	8144	8493	6149	60.1015	49.2325
800	9615	4546	3301	2913	1300	21.8862	10.6073
801	3095	5689	4580	3293	2466	25.16	21.144
802	6540	5716	3468	3348	1502	26.411	13.8881
803	8598	3930	6155	4802	3795	35.8866	31.4381
804	5761	8634	5796	5423	2883	40.0837	22.9464
805	1334	7162	6073	3428	3097	27.366	24.7437
806	7870	846	5842	4710	3460	34.6379	29.5562
807	2546	5271	6882	7503	5033	55.0272	41.2917
808	8090	9511	3409	1990	1342	15.1573	11.3699
809	3888	398	2070	915	634	6.8566	5.7547
810	7986	9703	6198	4987	3395	36.6995	28.1866
811	7043	4135	5651	7948	3657	56.371	30.1395
812	7246	5713	7024	7831	5620	59.6432	49.1342
813	1931	3290	4195	3555	2045	27.7638	16.742
814	143	2548	8718	8274	5225	64.1271	42.0857
815	8600	3761	2871	1384	1062	11.8248	11.6441
816	6501	681	7204	7679	5123	55.9206	41.721
817	6988	5068	6264	5385	3518	39.2956	27.3406
818	9725	1989	895	212	133	1.863	1.4989
819	5134	9979	7624	8357	5948	60.524	47.6181
820	6920	5947	4470	5595	2819	40.625	23.2923
821	3498	3020	3831	3979	2067	30.8431	16.6361
822	5894	5809	4843	4541	2779	33.6548	22.8223
823	213	5505	4155	4667	1695	35.5474	13.9512
824	1537	4381	5568	3324	2985	25.0746	23.5962
825	3391	5053	2270	984	511	7.2484	4.6671
826	7127	877	7619	5076	3810	37.8378	30.0095
827	3985	9211	5409	4438	2975	33.7997	23.5629
828	4143	3072	7694	6495	5441	48.5406	45.5079
829	3046	1018	6084	6988	4068	52.4581	33.5418
830	4860	5683	4155	3595	2087	28.8993	18.287
831	4838	5113	8507	8404	6577	62.9271	51.0117
832	5103	8620	3275	2197	1475	17.9516	12.2788
833	4190	219	3124	2402	1234	19.1808	10.5476
834	2182	1405	5906	4257	3657	35.1085	32.1137
835	1083	7463	3054	2582	1262	19.9937	10.4933
836	2451	2085	7238	9729	4735	68.8574	38.388
837	2612	4832	3153	2755	1370	20.6204	13.438
838	3112	2025	6232	4314	2616	32.1741	20.9713
839	7512	8251	9412	8695	6729	61.8354	52.135
840	4414	3114	6406	8147	3139	58.9594	24.7876
841	2556	6962	5538	4026	3253	31.3626	25.8871
842	1669	5363	3676	3291	1370	24.6129	11.2332
843	135	6692	6816	5997	5083	44.4578	44.3539
844	8998	1906	6319	5089	4191	39.6928	32.8427
845	6361	9270	6052	7223	4643	53.1492	39.4446
846	1060	6640	5495	4309	3035	32.5296	26.4402
847	5893	1947	767	177	82	1.3956	1.0305
848	5185	5039	2491	1001	694	7.7619	5.9561
849	4112	6091	6713	4228	3801	31.5082	30.3002
850	4108	8223	5107	7021	3134	52.434	25.2323
851	1058	8563	3031	2511	1284	20.2806	10.8399
852	5719	876	7385	9560	4841	71.4577	38.9666
853	3241	1080	9741	8620	4928	60.2375	40.443
854	5175	8648	1564	692	369	5.2355	3.3261
855	492	2169	4655	4896	2342	36.245	19.1998
856	7430	3393	4962	6576	3207	48.5855	25.8123
857	5165	4561	2246	1384	717	10.8495	6.0592
858	3602	1502	5946	5185	4511	39.1017	35.6331
859	1016	3318	2990	2471	1241	19.4489	11.594
860	3448	7067	8816	9720	6434	66.8307	53.7822
861	9192	2545	6217	7667	4455	55.1508	36.3293
862	3211	9646	2333	1535	583	11.8776	4.9548
863	9289	698	1398	541	292	5.8014	3.1647
864	9758	2038	5194	5450	3550	42.3044	28.9159
865	4248	4511	6658	7714	5046	54.8673	41.3421
866	754	8768	6771	7792	5669	57.0478	44.5552
867	1494	9616	5961	6262	3949	46.0003	31.4332
868	1480	2469	9715	8611	6946	61.2723	53.7007
869	4251	6651	3908	4136	2088	30.8192	18.3712
870	3832	6355	1460	576	296	4.7733	2.7799
871	9768	7263	2675	1104	802	8.1307	7.1406
872	666	2373	6907	5864	5155	43.2439	41.7713
873	965	6015	1640	726	360	5.8598	3.2732
874	5826	8066	2055	1144	580	9.0132	4.9087
875	6729	3221	1867	954	447	7.4542	3.9472
876	8089	8496	843	180	122	1.4234	1.3344
877	9687	9264	5477	5709	3898	43.5507	32.2693
878	8854	498	9009	7246	5172	53.5681	40.1583
879	1157	7963	5812	4484	4038	35.0686	34.4972
880	187	6693	1564	706	349	5.6832	3.1602
881	7640	1291	9472	9173	6957	63.5861	58.2307
882	4300	9043	7854	6931	5209	52.6195	41.1269
883	7724	4693	9318	7449	4563	54.3505	35.5539
884	2794	9250	6097	6058	4236	45.1922	33.4152
885	5040	7114	6971	7066	5010	50.2035	41.2252
886	9774	3549	3794	3964	1866	29.7479	15.0464
887	3598	6833	5116	5240	3160	40.0456	25.158
888	4817	5020	8964	8759	6820	63.0818	52.8911
889	3255	1423	4775	3569	2466	27.7748	19.7331
890	2887	3154	6260	5845	4413	42.9556	36.2765
891	4413	5413	5869	6441	4474	46.5662	36.6962
892	1485	2611	3838	4077	1839	34.1464	15.5232
893	7306	613	7636	6195	5371	46.4372	41.6786
894	5080	8976	4173	2440	2079	18.9089	18.3915
895	7918	2434	7762	7565	6185	56.572	50.2446
896	4540	2753	7765	9366	4678	65.338	38.3713
897	6982	1636	2335	1484	851	11.7668	7.6498
898	6894	9485	5302	4851	3321	35.5411	28.4484
899	9175	2517	6356	6185	4635	46.3726	37.225
900	2177	1065	6327	5304	4607	40.2144	36.0292
901	443	2251	5093	5072	3505	38.6452	27.7646
902	1852	1323	4471	4136	2605	30.9664	21.1209
903	8210	8306	1897	988	489	9.1094	4.4823
904	7645	89	8571	8391	6399	58.4409	50.8359
905	6969	1413	3585	3432	1846	25.4013	14.8809
906	3543	9379	8801	8904	6640	64.6895	55.0831
907	9880	6361	2096	1272	641	10.5365	5.4757
908	9047	6874	7358	9693	3780	68.0819	31.5132
909	197	3191	1250	453	247	2.9433	2.3974
910	661	8347	6940	8691	3922	65.2853	31.6067
911	5287	5427	3876	2703	1881	21.2233	15.4047
912	6677	764	9911	9554	6876	67.3516	55.1527
913	5653	5677	11611	9617	7371	66.7663	58.6283
914	5612	1378	7076	7111	5827	52.27	45.5376
915	7356	2916	1954	1006	497	8.3731	4.3506
916	8000	861	5785	3945	3454	30.5437	27.3864
917	4143	2386	423	48	49	0.3606	0.6992
918	281	8433	9110	8828	5473	62.8505	42.2998
919	4473	872	7002	6257	4018	46.4666	32.0423
920	1156	9921	1448	583	372	4.7753	3.4767
921	702	5014	11160	9778	7248	68.391	56.7025
922	2758	6089	4213	4631	2446	37.4582	20.1579
923	5519	9479	9068	7572	6653	55.0016	54.3683
924	524	2856	8098	8491	6594	61.6866	51.8934
925	6573	3607	1182	392	201	3.2632	1.9704
926	8353	2968	3513	1735	1441	17.3525	16.9135
927	5364	2898	6977	6211	4939	46.8266	39.9633
928	5066	3180	6708	4127	3613	30.1524	29.1934
929	921	9483	6658	5665	4482	42.4551	37.1728
930	475	5942	1038	178	120	1.1953	1.5741
931	2783	3925	8847	9004	4609	63.7229	36.4439
932	9724	4226	8225	8747	4782	63.6572	40.2396
933	770	4770	9769	8860	6932	63.2209	55.164
934	9030	8802	2573	1637	870	12.7107	7.2936
935	6390	4565	2364	1265	811	9.6965	6.9834
936	9272	9766	8291	9157	6286	64.9342	52.5118
937	186	9318	5904	6650	3879	49.9322	30.8989
938	5654	8823	7212	4009	3622	29.7812	33.2403
939	4534	2530	10192	9055	7121	65.1936	57.3253
940	7488	2225	1941	1045	552	8.2598	4.8451
941	8388	3931	5583	8024	3214	59.3631	25.4899
942	8385	3915	3421	2035	1351	15.4168	11.2864
943	1867	771	7056	8618	5619	62.471	49.1141
944	2206	8708	5260	6631	3017	48.0687	24.6649
945	3013	6193	7669	5956	4273	44.7706	33.4186
946	4382	7660	3806	3118	2001	23.4882	17.9655
947	8339	1118	6121	4505	3974	33.5107	31.267
948	2841	2876	6904	7071	4980	51.5302	39.5406
949	5671	2783	7207	7506	5296	56.3304	41.6706
950	3033	1619	3245	1770	1272	13.4196	12.7794
951	6766	879	2977	1378	1029	11.9111	8.2637
952	9997	7406	9451	9362	6138	67.5215	47.3488
953	3952	4775	504	75	42	0.6215	0.7036
954	9837	2162	6878	6548	5376	52.5956	42.4734
955	6048	5341	4304	5139	2579	38.2218	22.7401
956	375	7721	7367	7173	5836	50.8243	46.9753
957	9023	5575	10263	9767	7155	69.2608	55.1587
958	232	3527	9215	7676	6185	55.0329	48.4549
959	8157	2570	1136	367	172	2.8859	1.7764
960	262	6232	877	199	84	1.8391	1.0377
961	9183	868	2853	2045	1146	16.8366	9.2129
962	6922	3113	3120	2680	1397	20.2481	11.9153
963	764	4881	7214	5586	4799	42.0069	38.8226
964	6299	9327	3279	1625	971	12.0329	8.0352
965	545	4366	8345	7891	6430	58.8865	50.0972
966	2821	4903	3690	3750	1918	28.8581	16.1114
967	1989	5640	7533	8981	4797	64.8167	40.4149
968	7145	9339	4865	2275	2017	17.3092	16.2071
969	7606	528	11392	9860	7414	71.5673	60.2485
970	5198	9806	4582	3900	2208	29.3809	18.0584
971	2082	6509	9676	9937	6288	69.6809	48.6641
972	7157	7989	3754	3421	2065	26.2922	16.6741
973	3266	7662	8468	8062	6558	58.6599	50.8586
974	6522	8929	2920	2354	1174	17.9734	10.093
975	3297	5771	5447	4946	2336	37.31	18.896
976	4470	1629	7727	8293	6035	58.8141	47.1722
977	1882	870	4888	6737	2910	53.908	23.2746
978	2929	3104	5373	3203	2756	23.5956	22.2192
979	4799	868	6287	3686	3275	28.1621	26.1613
980	8821	4704	9271	9708	6282	68.3939	51.7135
981	4998	7730	5136	6898	3514	51.3645	27.9616
982	5727	5316	6467	5394	4535	41.3386	38.6118
983	4926	9765	6578	6969	3816	52.4117	30.5442
984	7358	9283	9247	7362	6164	52.7285	49.5114
985	8527	9826	4020	1838	1559	14.2773	12.775
986	3981	8046	9569	8298	6023	59.9641	47.5822
987	9855	1351	4351	4705	2736	37.3815	22.415
988	877	2807	5838	4291	3723	32.0675	31.0334
989	4945	1956	9697	9727	6309	67.1268	51.1642
990	6987	1757	4228	4414	2192	33.4486	19.0249
991	4536	5993	5325	6435	3877	46.6605	30.6928
992	7346	5909	950	129	94	1.0926	1.2326
993	9098	3614	2872	2282	1149	18.4568	9.5702
994	3033	4886	6783	6203	3693	45.0937	30.7686
995	4640	9209	7145	5356	4551	42.3347	36.6665
996	4877	4081	4302	5160	2066	39.5774	16.4344
997	3945	9007	5301	4095	2911	31.8276	24.4703
998	9113	6972	1569	681	336	6.928	3.0884
999	589	522	7150	7504	5543	54.8519	45.0739
1000	7777	1353	2887	2291	1150	18.0374	9.5012
