source;target;Dijkstra time;Dijkstra iteration;Dijkstra path weight;Dijkstra path length;Bidirectional Dijkstra time;Bidirectional Dijkstra iteration;Bidirectional Dijkstra path weight;Bidirectional Dijkstra path length;
7611;5959;109;5893;7292;67;80;5072;7292;67
5024;9036;43;3262;5711;52;43;2686;5711;52
1569;5469;42;7600;7680;66;39;6227;5711;52
6946;4726;48;3128;4360;38;64;2165;5711;52
9083;3706;35;6392;8426;72;35;5560;5711;52
8743;8774;35;7973;8903;79;41;5651;5711;52
190;2756;27;1020;2208;20;5;700;5711;52
245;2721;28;7829;8948;50;21;3994;5711;52
8293;1964;30;8974;10042;85;30;6402;5711;52
747;7460;20;2699;4306;37;16;1663;5711;52
5319;3339;42;2534;3352;31;13;1583;5711;52
5336;8974;6;1141;3713;16;7;918;5711;52
9332;7544;25;5510;7409;66;23;4457;5711;52
8489;2014;28;8998;8951;75;32;6739;5711;52
1287;7167;3;693;1611;17;3;353;5711;52
9440;7626;21;6001;5405;48;19;4122;5711;52
1887;7245;18;4409;6138;54;17;3684;5711;52
1904;9033;12;3136;4973;47;11;2336;5711;52
7511;5946;26;7797;5641;52;23;3008;5711;52
4432;8739;10;1920;4201;43;16;1658;5711;52
2129;4673;2;281;1015;12;3;167;5711;52
3136;6818;41;6341;4738;43;22;3075;5711;52
4896;2427;11;2654;5044;53;13;2182;5711;52
8660;4125;35;9199;9394;86;24;6315;5711;52
5309;1503;27;6782;7575;64;31;5685;5711;52
7857;5384;30;5875;6924;65;18;4620;5711;52
1517;8176;30;9726;12235;112;27;7556;5711;52
1208;7160;28;7906;6984;66;21;4947;5711;52
5097;6722;26;6969;7327;68;23;5028;5711;52
888;806;33;7615;6980;67;38;5964;5711;52
9370;609;6;829;1722;18;3;427;5711;52
9038;6027;31;6156;6017;55;20;4379;5711;52
8173;3960;11;2845;3172;31;7;1406;5711;52
4199;6990;24;8452;9693;94;28;6711;5711;52
742;2895;23;7846;9510;86;25;6235;5711;52
8358;6407;2;547;1388;11;3;250;5711;52
5568;9476;29;7132;6221;55;23;4908;5711;52
224;351;23;6497;5143;44;19;3495;5711;52
6386;3108;16;3483;3744;33;9;1626;5711;52
132;1863;19;5168;5939;53;17;3944;5711;52
4446;6614;5;989;2009;17;4;542;5711;52
1129;3409;25;5515;5903;50;22;4546;5711;52
3587;1429;27;8765;9935;90;40;7157;5711;52
6080;7022;2;254;1354;15;3;189;5711;52
3090;9736;24;6523;8758;72;27;5752;5711;52
4777;6549;20;4536;5422;47;17;3132;5711;52
1901;6016;22;6368;7348;66;22;4866;5711;52
193;3821;10;1851;2729;31;7;1088;5711;52
9643;7677;28;4635;4844;43;18;2306;5711;52
8632;567;23;5129;5164;47;20;3771;5711;52
9097;5517;5;778;1641;15;4;362;5711;52
8481;8619;27;7601;8621;81;27;5838;5711;52
90;7970;15;3104;3352;31;8;1533;5711;52
8210;3566;28;9119;6155;65;20;3963;5711;52
2927;4559;9;2011;3883;39;16;1828;5711;52
2811;2317;23;6056;6050;56;24;4160;5711;52
3842;79;28;8739;9397;82;36;6905;5711;52
7524;1560;4;532;1346;13;3;295;5711;52
6876;3618;28;9876;12451;113;45;7522;5711;52
6863;9566;23;5991;4619;37;15;2420;5711;52
9415;5604;3;144;921;8;1;89;5711;52
5613;9360;18;3782;3813;30;8;1651;5711;52
7037;9420;7;984;2897;27;5;804;5711;52
2717;3061;13;2822;3207;32;9;1512;5711;52
8319;3278;20;5785;6446;54;30;4367;5711;52
2062;3466;20;5512;6399;60;25;4658;5711;52
4994;3277;25;8786;8579;88;28;6776;5711;52
2149;4707;9;2358;3408;36;8;1465;5711;52
5059;8945;18;5974;5294;49;14;3130;5711;52
410;3811;5;1384;2225;24;4;726;5711;52
8139;7328;21;6624;5716;56;18;4135;5711;52
3181;1332;20;6871;7093;65;20;4389;5711;52
8078;5453;20;6246;6648;64;14;3613;5711;52
310;2115;7;1984;2696;26;4;997;5711;52
1406;2762;3;698;1590;15;2;349;5711;52
1770;4571;13;4017;5372;51;14;3474;5711;52
4060;970;9;2504;2988;33;5;1209;5711;52
9753;1788;14;4742;5562;49;12;2816;5711;52
1822;3800;17;6493;7170;57;17;4327;5711;52
8565;9560;17;6220;7099;56;15;4319;5711;52
6508;2462;6;1988;3418;34;6;1395;5711;52
557;9066;13;4535;5487;54;13;3542;5711;52
2805;7363;23;7983;8642;70;23;6647;5711;52
151;4579;13;4619;7156;66;15;4020;5711;52
846;5731;15;5337;4384;48;9;2640;5711;52
5228;178;11;3840;3805;31;8;2062;5711;52
1002;7868;5;1394;2489;22;3;907;5711;52
7500;7695;9;2819;4415;41;7;1937;5711;52
4598;4899;17;7706;6360;58;13;3639;5711;52
2803;5877;22;9491;7912;75;19;6080;5711;52
8411;1025;16;6995;7377;67;14;4547;5711;52
3604;2234;18;4944;5466;53;12;3455;5711;52
3270;6798;10;3496;3990;38;7;2239;5711;52
3905;4572;16;6053;7168;63;17;5078;5711;52
4164;4312;10;2357;3953;38;5;1622;5711;52
8055;4544;21;9635;7358;66;15;5001;5711;52
2600;2443;16;5647;6337;52;16;4901;5711;52
6070;545;20;9371;9701;86;20;7145;5711;52
5162;1822;16;5677;5127;51;11;2811;5711;52
9680;1726;21;9578;9433;83;22;6574;5711;52
9099;3743;21;8989;7486;73;19;5307;5711;52
4417;198;2;951;1968;17;2;541;5711;52
7278;6243;5;1258;2103;24;3;628;5711;52
3069;1207;2;606;1440;14;2;298;5711;52
7150;6562;17;6935;7214;71;18;5661;5711;52
7289;6684;11;4203;4768;41;10;3160;5711;52
113;1694;18;7554;5362;48;12;3767;5711;52
7129;6484;1;152;739;8;0;94;5711;52
9689;2980;6;1970;2669;32;2;717;5711;52
6052;3185;9;3663;5183;54;9;2708;5711;52
4617;8893;17;6986;5746;50;12;3681;5711;52
7635;7817;21;9773;11334;99;25;7420;5711;52
997;3073;1;555;1558;17;1;363;5711;52
537;9261;16;6345;4771;35;7;2353;5711;52
7698;2105;16;6613;8698;44;13;3896;5711;52
2845;6612;3;745;2031;26;3;489;5711;52
9068;927;18;7960;5366;56;9;2861;5711;52
2306;9427;17;7910;6736;61;16;5323;5711;52
2166;2724;3;650;1495;16;2;341;5711;52
8311;235;4;1172;3666;35;7;1020;5711;52
220;1806;4;1466;2295;24;2;779;5711;52
186;5359;13;5180;4836;43;11;3347;5711;52
1813;236;7;2562;3330;29;5;1566;5711;52
9944;7216;11;4667;5284;49;10;3466;5711;52
6165;9880;6;1951;2655;25;3;1038;5711;52
5536;7383;12;4349;4771;44;14;3220;5711;52
8814;5128;17;8290;8446;78;18;5930;5711;52
1957;8606;16;7659;6013;52;13;3308;5711;52
6310;9664;12;4567;5382;50;9;3177;5711;52
9538;5739;18;8561;8796;76;16;5495;5711;52
8563;5047;4;1618;2416;23;2;783;5711;52
7815;5674;17;8659;9482;90;17;5713;5711;52
8835;8964;18;8984;8203;79;18;6200;5711;52
4514;6374;1;443;1302;16;0;256;5711;52
6697;2118;3;1026;2271;22;2;659;5711;52
6041;4932;7;1958;2651;22;3;1021;5711;52
5585;8157;15;6335;8485;76;18;5471;5711;52
8084;8557;12;4979;6155;52;12;4132;5711;52
997;6872;12;4970;6850;54;13;4387;5711;52
5128;9237;17;8619;8943;91;19;6892;5711;52
2024;892;13;4768;4325;40;8;2573;5711;52
1757;9100;14;5545;6506;59;13;4571;5711;52
6895;285;19;8635;8083;77;18;6650;5711;52
4433;1041;11;4661;4690;41;11;3106;5711;52
2848;4348;10;4140;5119;40;10;3058;5711;52
4213;238;2;701;1624;16;2;296;5711;52
7042;5037;17;6141;5544;50;15;4358;5711;52
1749;4276;4;1437;3140;32;3;995;5711;52
6324;2612;7;2615;3132;26;4;1459;5711;52
245;4868;3;1005;2335;23;2;689;5711;52
2681;3180;14;5421;6919;62;15;4730;5711;52
5703;3430;17;9132;9775;95;20;6791;5711;52
1537;932;7;2651;4816;50;8;2354;5711;52
9801;2298;17;9133;8936;73;19;7043;5711;52
9028;9558;7;2814;4213;40;4;1600;5711;52
8156;5529;7;2371;4813;43;7;2039;5711;52
7639;8980;13;5515;5757;55;12;3721;5711;52
3199;1862;14;5554;7344;64;16;4704;5711;52
8624;3713;11;4200;4314;42;6;1916;5711;52
6345;7239;16;7536;6862;67;15;5297;5711;52
6998;8186;6;1916;3967;35;5;1708;5711;52
2422;6986;1;399;1183;13;1;193;5711;52
994;7407;15;6882;7869;74;16;5206;5711;52
441;2982;9;3323;5098;11;5;2024;5711;52
946;3906;8;2632;3271;29;4;1532;5711;52
3759;5551;16;7472;8478;78;17;5795;5711;52
1804;7387;3;985;2443;21;3;713;5711;52
9764;1413;5;1953;3086;32;5;1263;5711;52
8976;2517;14;5914;5572;49;12;3978;5711;52
1679;3994;8;3672;3880;38;5;1661;5711;52
6582;3017;18;8731;9746;92;19;6243;5711;52
