source;target;path length;path weight;Dijkstra time;Dijkstra iteration;Bidirectional Dijkstra time;Bidirectional Dijkstra iteration;
8314;9796;1;0;;1;4712;1;3502
7830;4895;1;0;;22;4712;19;3502
2414;8;1;0;;14;4712;14;3502
1284;4941;1;0;;15;4712;14;3502
7589;3337;1;0;;22;4712;15;3502
4246;1044;1;0;;4;4712;4;3502
1438;7045;1;0;;7;4712;5;3502
8805;3872;1;0;;21;4712;21;3502
3994;3079;1;0;;15;4712;11;3502
9462;1586;1;0;;23;4712;20;3502
1592;4770;1;0;;22;4712;24;3502
1504;3884;1;0;;19;4712;12;3502
5712;7097;1;0;;2;4712;2;3502
5160;5148;1;0;;18;4712;16;3502
6555;3117;1;0;;14;4712;10;3502
5704;8756;1;0;;19;4712;25;3502
7615;9507;1;0;;10;4712;9;3502
6414;8898;1;0;;22;4712;28;3502
8105;3121;1;0;;7;4712;4;3502
3744;7873;1;0;;18;4712;19;3502
9571;6390;1;0;;4;4712;2;3502
5198;9450;1;0;;22;4712;24;3502
7717;8019;1;0;;18;4712;15;3502
7744;584;1;0;;23;4712;19;3502
7079;8618;1;0;;17;4712;14;3502
9390;103;1;0;;17;4712;21;3502
9060;5617;1;0;;14;4712;7;3502
494;7048;1;0;;9;4712;6;3502
2123;1379;1;0;;17;4712;12;3502
9096;5780;1;0;;11;4712;7;3502
7279;6435;1;0;;5;4712;2;3502
7222;2234;1;0;;10;4712;8;3502
5487;558;1;0;;7;4712;6;3502
2183;2487;1;0;;6;4712;7;3502
2319;9740;1;0;;14;4712;17;3502
9874;6721;1;0;;5;4712;2;3502
1653;3154;1;0;;17;4712;16;3502
6120;3568;1;0;;11;4712;7;3502
512;7864;1;0;;18;4712;17;3502
4738;1257;1;0;;10;4712;8;3502
3969;130;1;0;;22;4712;18;3502
4682;4057;1;0;;18;4712;15;3502
622;3005;1;0;;16;4712;15;3502
5125;8682;1;0;;18;4712;18;3502
4220;440;1;0;;17;4712;22;3502
6653;5093;1;0;;10;4712;5;3502
9642;6300;1;0;;13;4712;12;3502
5853;6116;1;0;;21;4712;23;3502
8061;1609;1;0;;6;4712;4;3502
3430;5506;1;0;;14;4712;17;3502
9749;3406;1;0;;18;4712;15;3502
7871;9074;1;0;;9;4712;6;3502
5294;2324;1;0;;17;4712;19;3502
8841;5721;1;0;;21;4712;20;3502
6482;5208;1;0;;24;4712;17;3502
4640;6089;1;0;;10;4712;11;3502
1084;4628;1;0;;15;4712;16;3502
2269;267;1;0;;6;4712;3;3502
232;3321;1;0;;16;4712;17;3502
5288;8375;1;0;;9;4712;4;3502
4790;2043;1;0;;6;4712;4;3502
859;3955;1;0;;21;4712;20;3502
2126;7545;1;0;;0;4712;1;3502
3922;8918;1;0;;13;4712;11;3502
6957;4935;1;0;;20;4712;27;3502
8559;9880;1;0;;11;4712;11;3502
3613;634;1;0;;9;4712;4;3502
3722;824;1;0;;10;4712;11;3502
4435;4751;1;0;;7;4712;5;3502
6773;9337;1;0;;23;4712;22;3502
2737;1592;1;0;;9;4712;6;3502
7757;6042;1;0;;20;4712;17;3502
4060;9684;1;0;;14;4712;10;3502
9340;9473;1;0;;1;4712;1;3502
7976;4746;1;0;;19;4712;16;3502
5164;7955;1;0;;15;4712;7;3502
4431;466;1;0;;8;4712;8;3502
1750;4722;1;0;;23;4712;23;3502
7424;2560;1;0;;7;4712;8;3502
6008;3891;1;0;;19;4712;16;3502
8036;4526;1;0;;11;4712;7;3502
3253;3339;1;0;;1;4712;2;3502
1244;9556;1;0;;20;4712;17;3502
6503;2694;1;0;;12;4712;10;3502
6407;743;1;0;;16;4712;16;3502
6160;5876;1;0;;10;4712;6;3502
4448;539;1;0;;17;4712;13;3502
1917;9265;1;0;;21;4712;20;3502
7827;5878;1;0;;19;4712;15;3502
9419;8863;1;0;;11;4712;5;3502
4080;1955;1;0;;11;4712;12;3502
1668;2145;1;0;;23;4712;25;3502
5224;4896;1;0;;1;4712;2;3502
5330;4598;1;0;;15;4712;12;3502
7092;1285;1;0;;16;4712;14;3502
5540;2737;1;0;;7;4712;5;3502
7446;3808;1;0;;2;4712;2;3502
238;4385;1;0;;11;4712;8;3502
2807;1489;1;0;;16;4712;18;3502
970;4882;1;0;;14;4712;11;3502
9247;3199;1;0;;22;4712;14;3502
9965;1087;1;0;;14;4712;13;3502
2003;9414;1;0;;11;4712;9;3502
9989;65;1;0;;11;4712;10;3502
3144;6142;1;0;;22;4712;25;3502
3838;265;1;0;;11;4712;13;3502
8741;2649;1;0;;21;4712;12;3502
5012;1638;1;0;;10;4712;7;3502
3495;9304;1;0;;21;4712;26;3502
418;7476;1;0;;11;4712;8;3502
5711;442;1;0;;16;4712;14;3502
8009;5361;1;0;;15;4712;13;3502
9494;6595;1;0;;21;4712;24;3502
8604;1117;1;0;;21;4712;19;3502
4160;645;1;0;;23;4712;22;3502
4120;7853;1;0;;11;4712;10;3502
8046;429;1;0;;16;4712;15;3502
2321;9708;1;0;;17;4712;12;3502
8573;4124;1;0;;6;4712;5;3502
7768;1455;1;0;;9;4712;7;3502
317;176;1;0;;2;4712;2;3502
9097;6083;1;0;;14;4712;16;3502
652;9615;1;0;;19;4712;18;3502
4832;6198;1;0;;22;4712;17;3502
7920;8192;1;0;;5;4712;5;3502
3451;6206;1;0;;14;4712;11;3502
7315;1814;1;0;;19;4712;21;3502
1563;8714;1;0;;23;4712;15;3502
1688;4137;1;0;;13;4712;11;3502
9380;6835;1;0;;16;4712;12;3502
5437;5826;1;0;;18;4712;20;3502
6468;3022;1;0;;17;4712;18;3502
5817;1411;1;0;;12;4712;11;3502
896;7873;1;0;;10;4712;10;3502
9924;2961;1;0;;13;4712;6;3502
9210;4719;1;0;;21;4712;17;3502
9254;8592;1;0;;21;4712;21;3502
9615;4546;1;0;;9;4712;5;3502
3095;5689;1;0;;13;4712;11;3502
6540;5716;1;0;;11;4712;7;3502
8598;3930;1;0;;14;4712;13;3502
5761;8634;1;0;;16;4712;10;3502
1334;7162;1;0;;11;4712;11;3502
7870;846;1;0;;15;4712;13;3502
2546;5271;1;0;;20;4712;18;3502
8090;9511;1;0;;7;4712;6;3502
3888;398;1;0;;4;4712;2;3502
7986;9703;1;0;;14;4712;13;3502
7043;4135;1;0;;19;4712;15;3502
7246;5713;1;0;;22;4712;20;3502
1931;3290;1;0;;11;4712;9;3502
143;2548;1;0;;20;4712;19;3502
8600;3761;1;0;;5;4712;4;3502
6501;681;1;0;;20;4712;17;3502
6988;5068;1;0;;15;4712;14;3502
9725;1989;1;0;;1;4712;1;3502
5134;9979;1;0;;21;4712;20;3502
6920;5947;1;0;;16;4712;13;3502
3498;3020;1;0;;14;4712;9;3502
5894;5809;1;0;;14;4712;9;3502
213;5505;1;0;;14;4712;6;3502
1537;4381;1;0;;11;4712;12;3502
3391;5053;1;0;;2;4712;3;3502
7127;877;1;0;;14;4712;14;3502
3985;9211;1;0;;15;4712;11;3502
4143;3072;1;0;;18;4712;21;3502
3046;1018;1;0;;18;4712;16;3502
4860;5683;1;0;;11;4712;11;3502
4838;5113;1;0;;21;4712;22;3502
5103;8620;1;0;;7;4712;6;3502
4190;219;1;0;;8;4712;5;3502
2182;1405;1;0;;13;4712;13;3502
1083;7463;1;0;;8;4712;8;3502
2451;2085;1;0;;22;4712;17;3502
2612;4832;1;0;;9;4712;6;3502
3112;2025;1;0;;12;4712;10;3502
7512;8251;1;0;;20;4712;23;3502
4414;3114;1;0;;21;4712;13;3502
2556;6962;1;0;;11;4712;13;3502
1669;5363;1;0;;10;4712;6;3502
135;6692;1;0;;16;4712;17;3502
8998;1906;1;0;;16;4712;16;3502
6361;9270;1;0;;19;4712;17;3502
1060;6640;1;0;;13;4712;10;3502
5893;1947;1;0;;1;4712;0;3502
5185;5039;1;0;;3;4712;4;3502
4112;6091;1;0;;12;4712;15;3502
4108;8223;1;0;;21;4712;13;3502
1058;8563;1;0;;10;4712;5;3502
5719;876;1;0;;23;4712;17;3502
3241;1080;1;0;;20;4712;18;3502
5175;8648;1;0;;2;4712;1;3502
492;2169;1;0;;16;4712;9;3502
7430;3393;1;0;;19;4712;11;3502
5165;4561;1;0;;5;4712;4;3502
3602;1502;1;0;;14;4712;16;3502
1016;3318;1;0;;9;4712;6;3502
3448;7067;1;0;;24;4712;22;3502
9192;2545;1;0;;20;4712;16;3502
3211;9646;1;0;;7;4712;2;3502
9289;698;1;0;;2;4712;2;3502
9758;2038;1;0;;16;4712;14;3502
4248;4511;1;0;;20;4712;20;3502
754;8768;1;0;;21;4712;21;3502
1494;9616;1;0;;17;4712;15;3502
1480;2469;1;0;;21;4712;26;3502
4251;6651;1;0;;12;4712;9;3502
3832;6355;1;0;;2;4712;1;3502
9768;7263;1;0;;4;4712;3;3502
666;2373;1;0;;15;4712;18;3502
965;6015;1;0;;3;4712;2;3502
5826;8066;1;0;;4;4712;3;3502
6729;3221;1;0;;4;4712;2;3502
8089;8496;1;0;;1;4712;0;3502
9687;9264;1;0;;16;4712;14;3502
8854;498;1;0;;18;4712;17;3502
1157;7963;1;0;;15;4712;15;3502
187;6693;1;0;;2;4712;2;3502
7640;1291;1;0;;23;4712;27;3502
4300;9043;1;0;;19;4712;19;3502
7724;4693;1;0;;18;4712;16;3502
2794;9250;1;0;;17;4712;16;3502
5040;7114;1;0;;18;4712;18;3502
9774;3549;1;0;;12;4712;8;3502
3598;6833;1;0;;14;4712;11;3502
4817;5020;1;0;;20;4712;22;3502
3255;1423;1;0;;10;4712;11;3502
2887;3154;1;0;;16;4712;17;3502
4413;5413;1;0;;17;4712;16;3502
1485;2611;1;0;;13;4712;8;3502
7306;613;1;0;;17;4712;19;3502
5080;8976;1;0;;8;4712;7;3502
7918;2434;1;0;;19;4712;20;3502
4540;2753;1;0;;21;4712;17;3502
6982;1636;1;0;;6;4712;4;3502
6894;9485;1;0;;16;4712;14;3502
9175;2517;1;0;;19;4712;19;3502
2177;1065;1;0;;15;4712;16;3502
443;2251;1;0;;14;4712;15;3502
1852;1323;1;0;;14;4712;11;3502
8210;8306;1;0;;4;4712;3;3502
7645;89;1;0;;21;4712;22;3502
6969;1413;1;0;;11;4712;7;3502
3543;9379;1;0;;20;4712;26;3502
9880;6361;1;0;;6;4712;3;3502
9047;6874;1;0;;21;4712;14;3502
197;3191;1;0;;1;4712;1;3502
661;8347;1;0;;21;4712;14;3502
5287;5427;1;0;;8;4712;8;3502
6677;764;1;0;;21;4712;24;3502
5653;5677;1;0;;21;4712;24;3502
5612;1378;1;0;;18;4712;20;3502
7356;2916;1;0;;4;4712;4;3502
8000;861;1;0;;11;4712;13;3502
4143;2386;1;0;;1;4712;0;3502
281;8433;1;0;;20;4712;19;3502
4473;872;1;0;;16;4712;13;3502
1156;9921;1;0;;3;4712;1;3502
702;5014;1;0;;22;4712;22;3502
2758;6089;1;0;;13;4712;10;3502
5519;9479;1;0;;19;4712;21;3502
524;2856;1;0;;20;4712;26;3502
6573;3607;1;0;;1;4712;0;3502
8353;2968;1;0;;6;4712;5;3502
5364;2898;1;0;;16;4712;17;3502
5066;3180;1;0;;12;4712;13;3502
921;9483;1;0;;16;4712;14;3502
475;5942;1;0;;0;4712;2;3502
2783;3925;1;0;;20;4712;17;3502
9724;4226;1;0;;19;4712;16;3502
770;4770;1;0;;21;4712;23;3502
9030;8802;1;0;;6;4712;4;3502
6390;4565;1;0;;6;4712;4;3502
9272;9766;1;0;;27;4712;21;3502
186;9318;1;0;;17;4712;13;3502
5654;8823;1;0;;13;4712;13;3502
4534;2530;1;0;;21;4712;23;3502
7488;2225;1;0;;4;4712;2;3502
8388;3931;1;0;;21;4712;12;3502
8385;3915;1;0;;6;4712;6;3502
1867;771;1;0;;21;4712;21;3502
2206;8708;1;0;;19;4712;13;3502
3013;6193;1;0;;16;4712;16;3502
4382;7660;1;0;;11;4712;7;3502
8339;1118;1;0;;13;4712;15;3502
2841;2876;1;0;;19;4712;17;3502
5671;2783;1;0;;18;4712;19;3502
3033;1619;1;0;;6;4712;5;3502
6766;879;1;0;;4;4712;4;3502
9997;7406;1;0;;20;4712;25;3502
3952;4775;1;0;;1;4712;0;3502
9837;2162;1;0;;19;4712;19;3502
6048;5341;1;0;;16;4712;10;3502
375;7721;1;0;;18;4712;22;3502
9023;5575;1;0;;22;4712;24;3502
232;3527;1;0;;19;4712;21;3502
8157;2570;1;0;;1;4712;1;3502
262;6232;1;0;;0;4712;1;3502
9183;868;1;0;;7;4712;5;3502
6922;3113;1;0;;10;4712;9;3502
764;4881;1;0;;15;4712;24;3502
6299;9327;1;0;;5;4712;4;3502
545;4366;1;0;;20;4712;21;3502
2821;4903;1;0;;11;4712;8;3502
1989;5640;1;0;;21;4712;19;3502
7145;9339;1;0;;8;4712;7;3502
7606;528;1;0;;22;4712;24;3502
5198;9806;1;0;;12;4712;9;3502
2082;6509;1;0;;21;4712;26;3502
7157;7989;1;0;;12;4712;7;3502
3266;7662;1;0;;20;4712;22;3502
6522;8929;1;0;;8;4712;5;3502
3297;5771;1;0;;16;4712;9;3502
4470;1629;1;0;;20;4712;21;3502
1882;870;1;0;;19;4712;11;3502
2929;3104;1;0;;9;4712;11;3502
4799;868;1;0;;10;4712;13;3502
8821;4704;1;0;;23;4712;21;3502
4998;7730;1;0;;18;4712;13;3502
5727;5316;1;0;;15;4712;15;3502
4926;9765;1;0;;18;4712;14;3502
7358;9283;1;0;;18;4712;21;3502
8527;9826;1;0;;5;4712;7;3502
3981;8046;1;0;;18;4712;20;3502
9855;1351;1;0;;14;4712;10;3502
877;2807;1;0;;14;4712;15;3502
4945;1956;1;0;;21;4712;21;3502
6987;1757;1;0;;14;4712;8;3502
4536;5993;1;0;;18;4712;13;3502
7346;5909;1;0;;0;4712;0;3502
9098;3614;1;0;;8;4712;4;3502
3033;4886;1;0;;17;4712;12;3502
4640;9209;1;0;;15;4712;15;3502
4877;4081;1;0;;16;4712;9;3502
3945;9007;1;0;;12;4712;10;3502
9113;6972;1;0;;2;4712;2;3502
589;522;1;0;;21;4712;19;3502
7777;1353;1;0;;7;4712;5;3502
2831;4675;1;0;;14;4712;9;3502
911;9175;1;0;;19;4712;14;3502
1372;477;1;0;;13;4712;14;3502
