source;target;Dijkstra time;Dijkstra iteration;Dijkstra path weight;Dijkstra path length;Bidirectional Dijkstra time;Bidirectional Dijkstra iteration;Bidirectional Dijkstra path weight;Bidirectional Dijkstra path length
7289;6684;25;4203;4768;41;16;3159;4768;41
113;1694;24;7554;5362;48;17;3766;5362;48
7129;6484;0;152;739;8;0;93;739;8
9689;2980;8;1970;2669;32;0;716;2669;32
6052;3185;17;3663;5183;54;8;2707;5183;54
4617;8893;16;6986;5746;50;17;3680;5746;50
7635;7817;22;9773;11334;99;21;7419;11334;99
997;3073;0;555;1558;17;8;362;1558;17
537;9261;17;6345;4771;35;4;2352;4771;34
7698;2105;21;6613;8698;44;28;3895;8698;44
2845;6612;1;745;2031;26;0;488;2031;26
9068;927;40;7960;5366;56;20;2860;5366;56
2306;9427;33;7910;6736;61;36;5322;6736;61
2166;2724;9;650;1495;16;0;340;1495;16
8311;235;8;1172;3666;35;8;1019;3666;35
220;1806;8;1466;2295;24;11;778;2295;24
186;5359;16;5180;4836;43;9;3346;4836;43
1813;236;8;2562;3330;29;8;1565;3330;29
9944;7216;17;4667;5284;49;11;3465;5284;49
6165;9880;8;1951;2655;25;3;1037;2655;25
5536;7383;8;4349;4771;44;13;3219;4771;44
8814;5128;24;8290;8446;78;17;5929;8446;78
1957;8606;19;7659;6013;52;8;3307;6013;52
6310;9664;17;4567;5382;50;8;3176;5382;50
9538;5739;17;8561;8796;76;17;5494;8796;76
8563;5047;9;1618;2416;23;8;782;2416;23
7815;5674;33;8659;9482;90;36;5712;9482;90
8835;8964;25;8984;8203;79;25;6199;8203;79
4514;6374;5;443;1302;16;0;255;1302;16
6697;2118;4;1026;2271;22;4;658;2271;22
6041;4932;7;1958;2651;22;4;1020;2651;22
5585;8157;16;6335;8485;76;20;5470;8485;76
8084;8557;16;4979;6155;52;9;4131;6155;52
997;6872;16;4970;6850;54;17;4386;6850;54
5128;9237;12;8619;8943;91;31;6891;8943;91
2024;892;26;4768;4325;40;35;2572;4325;40
1757;9100;26;5545;6506;59;35;4570;6506;59
6895;285;17;8635;8083;77;26;6649;8083;77
4433;1041;12;4661;4690;41;16;3105;4690;41
2848;4348;13;4140;5119;40;9;3057;5119;40
4213;238;0;701;1624;16;8;295;1624;16
7042;5037;9;6141;5544;50;21;4357;5544;50
1749;4276;9;1437;3140;32;2;994;3140;29
6324;2612;17;2615;3132;26;2;1458;3132;26
245;4868;9;1005;2335;23;0;688;2335;23
2681;3180;28;5421;6919;62;12;4729;6919;62
5703;3430;19;9132;9775;95;24;6790;9775;95
1537;932;10;2651;4816;50;8;2353;4816;50
9801;2298;20;9133;8936;73;20;7042;8936;74
9028;9558;16;2814;4213;40;0;1599;4213;40
8156;5529;8;2371;4813;43;11;2038;4813;43
7639;8980;17;5515;5757;55;16;3720;5757;55
3199;1862;9;5554;7344;64;16;4703;7344;64
8624;3713;16;4200;4314;42;8;1915;4314;42
6345;7239;17;7536;6862;67;20;5296;6862;67
6998;8186;8;1916;3967;35;0;1707;3967;35
2422;6986;8;399;1183;13;0;192;1183;13
994;7407;19;6882;7869;74;17;5205;7869;74
441;2982;8;3323;5098;11;8;2023;5098;12
946;3906;8;2632;3271;29;8;1531;3271;29
3759;5551;17;7472;8478;78;17;5794;8478;78
1804;7387;0;985;2443;21;8;712;2443;21
9764;1413;7;1953;3086;32;1;1262;3086;32
8976;2517;17;5914;5572;49;9;3977;5572;49
1679;3994;16;3672;3880;38;4;1660;3880;38
6582;3017;20;8731;9746;92;20;6242;9746;92
5096;4926;9;2235;2829;23;11;1215;2829;23
5830;9365;17;3401;3691;31;8;1644;3691;31
2635;4729;8;1367;3227;29;9;1135;3227;29
3382;7192;16;6116;6924;60;17;5229;6924;60
6900;2660;28;4834;5743;54;28;4253;5743;54
9054;2380;34;9454;7658;77;19;5607;7658;73
8985;6580;17;6220;6467;55;16;5048;6467;55
935;5313;25;7044;5099;39;16;2654;5099;39
6215;5700;27;7153;7329;67;16;5212;7329;67
3458;3026;0;187;1111;14;0;133;1111;14
501;734;8;3293;4618;45;8;2332;4618;45
1174;1398;8;1612;2411;28;8;782;2411;28
2933;4917;33;8558;7516;68;29;6280;7516;68
8033;3782;22;5961;6874;60;11;5071;6874;60
6537;7650;19;8042;9812;93;20;6796;9812;93
9599;4662;20;8053;8924;79;25;6717;8924;79
34;6474;8;4136;3919;36;8;2213;3919;36
6136;7393;20;5931;5488;48;16;4378;5488;48
8947;2232;14;8666;7998;72;16;4717;7998;72
7204;5829;18;7311;9043;81;26;4621;9043;81
7060;1868;8;661;1531;10;0;313;1531;10
1978;9736;8;324;1080;11;1;166;1080;11
4482;6671;24;7807;9807;85;20;6609;9807;85
4134;8326;8;748;2077;20;1;436;2077;20
1412;9538;1;324;1074;11;0;167;1074;11
4568;584;16;9955;10038;88;25;6947;10038;88
5481;8322;16;7201;7685;69;16;5483;7685;69
9881;2035;17;7721;7640;66;24;5890;7640;66
1357;106;9;4321;6399;56;16;3666;6399;56
4441;282;0;237;960;10;0;129;960;10
2363;2726;8;1596;3569;31;0;1413;3569;31
9940;1376;25;8795;7121;66;8;4597;7121;66
5355;8159;33;7904;8838;85;32;6704;8838;85
3219;6862;8;1964;3425;33;12;1578;3425;33
4828;6071;19;7529;9051;81;17;6634;9051;81
9982;9933;0;656;2075;18;8;425;2075;18
9565;5955;16;5424;7038;62;8;4683;7038;62
2719;8433;16;2701;3818;38;1;1308;3818;38
7270;2640;8;2546;3178;27;8;1422;3178;27
3634;4563;20;7922;9627;89;17;6728;9627;89
8100;9571;0;884;1785;19;8;493;1785;19
1416;9129;19;7108;6469;59;16;4317;6469;59
7505;1393;9;2475;3535;34;0;1337;3535;34
2299;3955;16;6766;7839;72;17;4674;7839;72
8097;3608;11;2933;4157;38;17;2019;4157;38
6652;629;25;9998;10526;97;27;6892;10526;97
2168;376;0;814;1939;22;0;413;1939;22
2568;7788;25;8859;7734;69;24;6470;7734;69
8234;8770;29;5463;4513;47;13;2904;4513;47
649;9407;18;9481;9406;86;24;6967;9406;86
4875;9707;18;5011;6370;54;31;4272;6370;54
57;5652;30;6416;4867;47;11;2428;4867;47
8148;1180;25;5090;4569;38;17;2931;4569;38
465;2267;34;6219;8104;73;27;3957;8104;73
4055;3978;24;5335;4739;41;8;3138;4739;41
5535;3451;8;2417;3462;37;9;1650;3462;37
5018;9661;16;6712;5634;55;17;4305;5634;55
9414;4183;16;7135;6183;60;15;3018;6183;60
239;3199;0;1670;2438;20;9;809;2438;20
2255;6205;0;122;770;8;0;86;770;8
2356;7811;8;1789;3858;40;1;1607;3858;40
2574;1547;18;8647;9363;78;24;6774;9363;78
8038;6191;0;931;2424;20;9;685;2424;20
6623;7294;8;3453;5714;56;8;3044;5714;56
4433;359;9;999;1907;20;1;554;1907;20
5183;7048;0;292;1089;8;0;165;1089;8
8610;3895;8;989;1922;17;0;514;1922;17
6391;5645;24;3351;3781;34;10;2120;3781;34
221;4685;24;5072;6627;61;9;3270;6627;61
147;5915;9;2700;4064;38;10;1983;4064;38
2746;2417;0;732;1961;23;0;596;1961;23
6481;4867;22;7544;7301;73;19;6017;7301;73
6410;9250;20;7702;6268;55;16;4557;6268;55
6421;2744;4;3146;4495;40;9;2698;4495;40
2776;6863;8;610;1504;15;0;350;1504;15
5834;7683;8;1036;1859;19;0;489;1859;19
1211;4142;25;7623;6417;55;30;4906;6417;55
7058;6848;17;3539;5500;57;16;2955;5500;57
4584;3820;26;3919;3789;34;8;1626;3789;34
318;7401;17;7645;7259;74;24;5398;7259;74
5732;306;8;3104;5129;49;8;2707;5129;49
889;8637;19;6563;5270;42;16;3067;5270;42
7686;4176;23;4962;5307;46;30;4120;5307;46
8142;5821;12;3872;5212;50;20;2858;5212;50
8763;8841;0;248;1159;12;0;177;1159;12
187;8547;0;93;587;4;0;47;587;4
1156;6586;30;5695;7478;65;30;5061;7478;65
8717;9855;9;1528;2323;21;0;749;2323;21
9850;2568;8;552;1369;16;0;272;1369;16
4858;5903;4;701;1555;16;0;343;1555;16
4209;7941;20;7949;8680;81;10;4301;8680;81
5998;9850;26;8058;7202;58;12;5406;7202;58
9690;4959;12;3121;3536;30;8;1426;3536;30
7245;3097;11;6016;4711;49;15;2632;4711;49
2002;9701;16;5390;7413;64;16;4791;7413;64
5128;6754;17;8335;8737;74;18;4622;8737;74
3608;7639;8;1923;2615;24;0;947;2615;24
7530;2979;16;5812;7056;70;25;5038;7056;70
9772;2009;25;7433;5930;50;17;4143;5930;50
866;6568;8;1111;1979;17;0;561;1979;17
4035;8899;24;9755;9717;100;19;6613;9717;100
3723;9769;15;5048;5544;49;8;4131;5544;49
8919;5832;8;2238;2834;26;8;1115;2834;26
8870;1234;16;9285;8500;83;27;6564;8500;83
2171;6513;20;9734;8382;72;23;5070;8382;72
6409;9744;25;7531;7092;68;21;5174;7092;68
5116;9654;0;1466;2422;22;8;882;2422;22
4769;5525;13;4004;3920;39;0;1516;3920;39
643;5048;10;1218;2429;24;0;802;2429;24
1363;6489;19;5554;7455;68;10;3700;7455;68
424;9614;8;2143;3466;35;7;1625;3466;35
2865;253;9;3028;3299;28;8;1468;3299;28
2064;5177;17;7326;5780;47;16;4152;5780;47
5032;4092;17;7926;8236;74;16;5668;8236;74
8374;8806;8;2868;5429;52;8;2572;5429;52
2821;177;19;6982;5321;45;17;2313;5321;45
1784;4816;35;9787;10170;99;26;6296;10170;99
3960;7423;17;7346;5859;55;16;4126;5859;55
9736;5040;33;8126;6557;58;30;5368;6557;58
8768;1329;17;7075;6766;63;22;5248;6766;63
9123;5410;11;5309;6477;60;20;4088;6477;60
8998;7663;11;4411;5755;56;10;3653;5755;56
6591;3813;20;3533;3612;33;8;1478;3612;33
182;5865;22;7866;7103;64;29;6126;7103;64
9325;8350;11;4872;5183;52;10;2864;5183;52
8088;67;21;8502;9609;89;16;5234;9609;89
1038;2681;17;8119;9582;79;16;5590;9582;79
6637;3022;16;7741;9015;84;25;6529;9015;84
369;2414;17;8678;8861;86;17;6325;8861;86
7733;6798;8;1186;2135;19;0;698;2135;19
4890;908;18;5932;7216;63;16;4584;7216;63
1565;877;17;6713;5946;59;8;3855;5946;59
8575;1781;16;5783;7615;70;16;5205;7615;70
4885;3259;16;5558;7152;70;17;4813;7152;70
4124;7669;19;7877;7640;65;19;5402;7640;65
5648;3232;20;9177;9658;86;23;6988;9658;86
3126;927;9;5774;6296;54;19;3579;6296;54
1893;3792;12;8139;8565;67;19;5894;8565;67
764;8070;10;2410;4350;38;19;2032;4350;38
8786;3434;29;8255;7236;66;32;5057;7236;66
458;3222;33;6514;7647;72;42;4733;7647;72
6656;8509;18;8687;9525;78;25;6802;9525;78
8631;1677;9;2297;2857;22;0;1133;2857;22
5633;712;9;1214;2106;21;0;672;2106;21
7647;8809;25;9483;9090;87;19;6993;9090;87
3782;3500;9;2505;3051;26;0;1082;3051;27
1051;5566;24;6474;6222;57;25;3832;6222;57
2525;7407;16;6321;8602;80;17;4913;8602;80
7131;4916;8;1214;2711;27;0;932;2711;27
2584;8704;12;2465;2956;23;1;927;2956;23
1669;8971;12;2305;2940;23;2;1243;2940;25
6025;2;8;3203;3535;32;12;1792;3535;32
7319;5212;9;3743;6453;62;11;3343;6453;62
2265;3128;16;4349;5229;47;12;3079;5229;47
2521;622;20;8362;9806;90;11;5922;9806;90
5752;4267;22;7573;8896;80;20;6460;8896;80
6366;6562;16;5174;4498;42;13;2858;4498;42
7534;1355;0;1484;2315;25;8;757;2315;25
1721;6299;18;9108;9421;80;21;6719;9421;79
8256;9599;16;8407;8004;66;18;5630;8004;66
77;6749;8;2235;2901;29;0;914;2901;29
6206;3994;8;2270;3524;37;8;1429;3524;37
6428;2465;17;4525;3999;39;1;2032;3999;39
7738;9149;10;2932;3356;31;8;1540;3356;31
5281;930;8;3365;4434;37;8;2487;4434;37
8019;3779;26;7348;8305;77;26;5776;8305;77
25;2839;25;3426;3499;38;9;1666;3499;38
8143;236;0;564;2039;21;0;392;2039;21
3259;2717;16;3825;4362;45;9;2779;4362;45
3271;2890;8;5117;6024;54;20;3607;6024;54
825;5825;17;7948;8640;84;17;6716;8640;84
3228;8050;13;2839;3191;34;0;1110;3191;34
6782;263;17;4866;5142;52;8;3003;5142;52
199;1231;17;9577;8480;69;26;5932;8480;69
6807;7353;27;9179;9781;80;27;7261;9781;80
30;2889;21;8464;8259;70;20;6441;8259;70
895;5055;16;6092;4932;45;9;3463;4932;45
8995;9308;8;3447;3987;36;8;2313;3987;36
7155;2600;18;5531;6014;58;16;4279;6014;58
342;201;16;4856;5125;51;16;3693;5125;51
1268;5699;26;7019;5868;55;24;3390;5868;55
2427;838;17;3280;4259;42;8;2257;4259;42
6234;7884;24;8112;8741;81;17;6511;8741;81
7142;4274;11;3133;3345;34;8;1358;3345;34
6789;9958;16;9293;8340;74;24;6532;8340;74
195;6937;4;2243;3845;36;9;1531;3845;36
1359;9969;9;4532;4160;38;11;1869;4160;38
6306;9856;22;8779;9162;78;18;6411;9162;78
6878;3561;20;6095;8066;76;20;4354;8066;76
8767;398;20;7381;7313;68;22;4801;7313;68
342;123;19;9028;8033;75;20;6053;8033;75
1744;5992;17;9421;9310;88;19;5440;9310;88
298;1204;27;9985;9236;85;18;5873;9236;85
4983;3031;9;2150;3557;37;0;1629;3557;37
642;6343;24;6677;7039;64;16;5538;7039;64
55;5255;16;7389;8643;57;18;4211;8643;57
5369;2443;9;6112;6571;58;24;5177;6571;58
5124;2271;17;7642;8870;69;17;6066;8870;69
3854;1743;8;2487;3389;29;8;1582;3389;29
8803;7592;17;6639;5035;48;11;3266;5035;47
8378;1131;17;9593;10930;103;24;7409;10930;103
2576;2235;16;7678;7942;75;17;6166;7942;75
9601;8916;9;1618;2594;22;0;834;2594;22
6287;2716;22;7087;9659;90;18;5636;9659;90
7921;3371;18;8965;6426;64;18;3726;6426;64
2842;2285;32;9564;8142;74;31;5976;8142;75
1992;4180;29;8489;7368;63;17;5649;7368;63
4937;8960;8;1249;2113;21;0;633;2113;21
5314;3150;8;2395;4482;40;9;2059;4482;40
511;2077;17;8435;7902;64;25;6161;7902;64
2463;7923;10;3005;3347;29;2;1091;3347;29
4401;9772;16;5549;6316;50;9;4417;6316;50
5987;3133;24;7921;8366;77;19;6754;8366;77
2849;320;16;9530;6591;59;17;4134;6591;59
4167;963;9;2873;3754;35;11;1899;3754;35
7897;2257;17;9206;9215;87;20;7019;9215;87
9870;9775;24;7043;6948;58;16;4809;6948;58
5220;1203;3;389;1162;13;1;185;1162;13
6962;350;9;2657;3821;38;8;1998;3821;38
3446;8216;20;9391;10070;92;23;6804;10070;92
2508;1347;11;5446;6669;63;18;4323;6669;63
9995;1471;12;4027;4413;40;8;2149;4413;40
1970;6040;20;9707;10868;98;16;7564;10868;98
7757;3303;26;8140;6642;62;16;4952;6642;62
7002;2706;0;134;696;9;0;73;696;9
6351;1428;17;8304;8601;80;24;6014;8601;80
3693;975;16;6495;7907;64;9;3911;7907;64
2806;6412;17;7340;7845;81;24;6107;7845;81
2183;2255;0;1171;3352;20;0;843;3352;20
7064;8159;16;4046;3895;34;8;2151;3895;34
6971;61;16;4093;4599;43;8;2383;4599;43
7692;6385;0;727;1868;17;0;479;1868;17
6515;1016;17;5182;6143;54;16;3974;6143;54
8961;9766;19;9171;7756;69;16;5849;7756;69
4789;4370;16;7537;7380;67;17;4138;7380;67
8859;6984;8;1402;3222;32;0;1198;3222;33
1602;8916;0;150;708;9;0;82;708;9
9688;7592;18;3138;5390;43;16;2590;5390;43
5192;1900;0;1022;2887;29;8;822;2887;29
4512;7711;17;4861;4338;39;8;1848;4338;39
7495;1092;8;866;1780;18;0;498;1780;18
2011;63;16;8688;9664;82;26;6885;9664;82
1360;4976;0;2080;2850;23;8;1178;2850;23
3628;5899;13;6021;7632;61;20;4772;7632;61
9736;9332;20;9448;7797;73;20;5274;7797;73
75;1199;20;7740;8463;77;17;6113;8463;77
1677;6975;8;2917;3893;35;9;1877;3893;35
1489;3421;8;3043;3458;34;8;1769;3458;34
8256;664;17;7335;7329;69;25;6267;7329;69
2076;3862;8;3266;4563;42;16;2627;4563;42
3200;5876;33;7112;5599;47;26;3595;5599;47
2082;738;8;1429;2385;22;8;872;2385;22
5080;9985;12;1928;3531;32;5;1194;3531;32
6115;524;16;6262;4988;48;8;3203;4988;48
1262;1331;8;2416;2952;26;8;857;2952;26
9111;6412;14;5138;5571;53;16;3509;5571;53
5308;2520;12;4503;4040;36;11;2311;4040;36
5110;866;9;4642;5895;49;19;4013;5895;49
8539;6393;20;9296;10336;96;12;6290;10336;96
4166;8604;27;9369;8717;77;23;6741;8717;77
7163;2863;12;4458;6354;60;8;3900;6354;60
6415;1540;12;2167;2935;27;8;1174;2935;27
8928;5936;0;630;2093;21;0;519;2093;21
4363;7785;22;3644;3927;35;11;2251;3927;35
9927;6661;28;6514;6667;64;16;4612;6667;64
4153;5433;17;9026;6473;61;16;4485;6473;62
7638;6233;8;1869;3761;37;8;1571;3761;37
1664;8920;0;6;146;3;0;8;146;3
6913;2448;16;5390;4588;43;8;2768;4588;43
1680;1247;12;2401;3964;40;3;2010;3964;40
1288;1057;18;7127;6804;61;16;5434;6804;61
4213;8324;8;1341;2308;25;0;721;2308;25
2382;6306;26;8637;6724;59;26;4868;6724;59
7909;8081;27;7324;6535;65;17;3742;6535;65
7428;7198;18;8086;7612;72;17;5678;7612;72
8073;4212;8;2103;3043;30;8;1307;3043;30
9988;2086;17;6920;8018;70;17;5941;8018;74
5624;2659;8;2199;2796;26;3;1139;2796;26
1722;8609;9;2158;3887;38;0;1914;3887;38
4110;9273;11;3261;4607;39;10;2097;4607;39
3292;3857;21;8845;8484;80;17;6457;8484;80
6955;7809;8;1284;2128;22;5;751;2128;22
3227;1316;19;6084;6243;55;10;3517;6243;55
8552;5022;20;5213;4438;48;11;2491;4438;48
1153;4771;17;9207;10278;96;24;7025;10278;96
213;6821;16;6570;5087;43;16;3534;5087;43
2410;9819;18;9475;9356;84;18;5872;9356;84
2254;8696;8;4092;4016;35;9;2241;4016;35
208;533;16;5297;4535;41;8;1717;4535;41
796;2384;8;3524;4889;49;16;2990;4889;49
4766;3380;17;6652;8769;81;20;5947;8769;81
7511;5750;17;6745;5086;43;12;3657;5086;43
8486;4731;23;9187;8934;78;21;6806;8934;78
8649;8990;9;4805;5636;55;11;2367;5636;55
6910;5240;0;489;1345;15;8;273;1345;15
6174;6528;12;6939;7214;69;20;5720;7214;69
9076;1953;8;3077;4778;48;16;2691;4778;48
4232;9508;0;238;925;10;0;167;925;10
9427;602;8;3359;4093;33;9;1970;4093;33
3406;1962;16;5303;7545;70;15;4235;7545;70
670;5856;19;5225;4700;44;19;2821;4700;44
1748;915;20;4847;5868;49;17;4067;5868;49
5385;484;26;9648;8698;79;22;6652;8698;79
5014;6159;9;1999;4065;36;0;1725;4065;36
1335;2615;8;1261;2227;20;0;778;2227;20
2799;3508;16;4985;6269;61;16;3570;6269;61
4957;9999;10;4681;5054;53;10;3523;5054;53
7430;4407;9;3972;3784;38;8;1856;3784;38
8277;1667;24;7887;9062;85;16;6593;9062;85
119;3051;9;2314;2848;29;0;899;2848;29
4448;6905;16;2935;3848;35;8;1948;3848;35
3184;4931;17;9550;9560;88;16;5772;9560;88
2579;2313;16;5643;5209;50;8;3142;5209;50
1090;6613;8;2445;3610;31;8;1686;3610;31
1538;6286;8;2914;4735;40;8;2496;4735;40
3159;910;24;8182;8350;77;15;6312;8350;77
330;8089;10;853;2026;15;0;546;2026;15
6115;4796;5;816;1771;15;2;428;1771;15
7;1361;18;6488;6747;59;20;5449;6747;59
6002;6843;18;8140;8392;76;23;5890;8392;76
8198;4923;21;6999;7418;65;8;4649;7418;65
3649;7775;17;3976;4747;43;12;3162;4747;43
2709;7185;0;328;1423;13;0;216;1423;13
3513;6955;20;7188;7487;61;17;6181;7487;61
3447;4834;17;7960;9669;76;20;5957;9669;76
5990;5692;8;1362;2894;27;8;914;2894;27
675;8695;0;678;2748;25;8;621;2748;25
3879;1542;25;4319;3989;38;11;2220;3989;38
4700;9693;41;9413;9668;83;20;5680;9668;83
7854;8153;16;3206;3560;33;0;1390;3560;33
5340;740;16;4802;4221;35;13;2503;4221;35
6886;1758;18;9691;8840;82;18;5774;8840;82
233;147;21;6108;7274;67;17;4353;7274;66
3620;2244;11;7728;8248;74;19;4643;8248;74
9945;9477;12;3417;3525;35;0;1583;3525;35
7605;9313;24;7389;7390;66;17;5283;7390;66
3682;7316;8;3675;5810;56;13;3181;5810;56
6519;6839;9;3176;3876;36;11;1840;3876;36
538;3504;20;8872;8728;86;17;5334;8728;86
4133;5718;3;2936;4692;41;8;2153;4692;41
9805;3004;8;3009;4761;43;17;2457;4761;43
3546;2951;16;9828;9201;75;24;6567;9201;75
5693;9302;17;7110;6281;63;16;5106;6281;63
295;8108;16;5193;5049;49;9;3579;5049;49
8436;8257;18;6363;7752;68;16;4639;7752;68
3487;4530;9;5275;4854;51;16;2953;4854;51
4933;353;17;7352;8877;82;18;6067;8877;82
9167;5408;16;8429;9989;88;16;5950;9989;88
688;2050;25;9007;7568;68;16;5800;7568;68
2651;6559;0;404;1232;15;0;190;1232;15
6228;3877;10;1049;1998;17;0;421;1998;17
8484;6581;8;2296;2877;28;8;1185;2877;28
7118;7447;9;2475;3254;27;0;1114;3254;27
2309;1199;8;613;1959;20;0;410;1959;20
7808;5792;16;9086;9515;86;23;6690;9515;86
2333;3851;9;1895;3520;36;0;1303;3520;36
1629;1653;19;4225;4891;40;10;2831;4891;40
7591;9551;9;5237;7300;66;20;4298;7300;66
8417;7195;10;5158;5713;54;11;3507;5713;54
6228;7610;20;9778;10443;92;28;7156;10443;92
782;3577;16;6099;6512;52;8;2796;6512;52
8907;7189;18;7913;8416;75;17;6497;8416;75
5473;5816;16;3083;3375;31;0;1580;3375;31
6279;6614;18;4327;4691;41;12;3005;4691;41
1698;1722;16;9409;6622;62;16;4279;6622;62
4382;6081;17;5566;5408;44;8;3062;5408;44
9322;2644;8;2247;4333;35;9;1954;4333;35
6545;5274;16;5279;6133;56;8;3007;6133;56
